model,seed,gradient_step,train_loss,validation_trajectory_rmse_rad_s,epsilon
jepa_residual,7,950,0.0002568798183119864,0.48331349326033807,0.1
jepa_residual,7,975,0.00034786037562691805,0.399482209026189,0.1
jepa_residual,7,1000,0.00034119011633100527,0.40557193741237685,0.1
jepa_residual,19,1,0.04617643554025713,35.74549978331033,0.1
jepa_residual,19,25,0.013269523431046672,9.4004280213854,0.1
jepa_residual,19,50,0.0019110310734714905,3.928810855321631,0.1
jepa_residual,19,75,0.0009447329204167817,2.230928147100587,0.1
jepa_residual,19,100,0.0007889742697769659,1.3161004549280038,0.1
jepa_residual,19,125,0.0006887629840304901,0.7525385976254475,0.1
jepa_residual,19,150,0.0007247162653507159,0.6268144285018664,0.1
jepa_residual,19,175,0.0007871150861011128,0.7578676295976811,0.1
jepa_residual,19,200,0.0008800744512919245,0.5618887408333704,0.1
jepa_residual,19,225,0.00057144799707305,0.7939716211897129,0.1
jepa_residual,19,250,0.000392616178787353,1.0996944257418484,0.1
jepa_residual,19,275,0.00045987256822062453,0.9954265500603772,0.1
jepa_residual,19,300,0.0004317519637047344,1.1371848248067524,0.1
jepa_residual,19,325,0.00040615048219257247,1.102917701314568,0.1
jepa_residual,19,350,0.0004784006084472018,1.008331927311002,0.1
jepa_residual,19,375,0.0005489963065406609,1.0229849588708029,0.1
jepa_residual,19,400,0.000375224243874246,0.8367989892003835,0.1
jepa_residual,19,425,0.0004166455560411624,1.3862862459252023,0.1
jepa_residual,19,450,0.0006420416272071004,1.0202161176710667,0.1
jepa_residual,19,475,0.0003779106747520166,0.8890896171781072,0.1
jepa_residual,19,500,0.00048135037469894013,0.649369415943615,0.1
jepa_residual,19,525,0.00040957862805552785,0.9326583516063398,0.1
jepa_residual,19,550,0.0003257070972927951,0.9641394756386804,0.1
jepa_residual,19,575,0.00046285199824002663,0.7175660972157467,0.1
jepa_residual,19,600,0.0004530021292527854,0.8731452304978589,0.1
jepa_residual,19,625,0.00039269041060869045,0.657045304670676,0.1
jepa_residual,19,650,0.0005372616577050713,0.8397100441433454,0.1
jepa_residual,19,675,0.0003742056395567395,0.9230466957202784,0.1
jepa_residual,19,700,0.0003874495231452435,0.8888163749955056,0.1
jepa_residual,19,725,0.00046238584048763625,0.5717752012752144,0.1
jepa_residual,19,750,0.0003040054287581213,0.829725720545659,0.1
jepa_residual,19,775,0.0005093079561359483,0.6778753054886313,0.1
jepa_residual,19,800,0.0003273395422986465,0.6302474475259413,0.1
jepa_residual,19,825,0.00039277246038124804,0.8223768114492124,0.1
jepa_residual,19,850,0.00029676594221681384,0.6581972158329676,0.1
jepa_residual,19,875,0.0003339471644695734,0.6153525105141417,0.1
jepa_residual,19,900,0.0004537678031718297,0.6208158707804424,0.1
jepa_residual,19,925,0.0003033987518191011,0.6132084140739473,0.1
jepa_residual,19,950,0.0003011031597595955,0.6349993258064738,0.1
jepa_residual,19,975,0.00031520319553492306,0.9128479476432587,0.1
jepa_residual,19,1000,0.0003098447850251577,0.7321002970999266,0.1
jepa_residual,31,1,0.048026108582745926,37.139565911205466,0.1
jepa_residual,31,25,0.009148423758739992,14.41282096038879,0.1
jepa_residual,31,50,0.0015149783896184245,4.684465239639359,0.1
jepa_residual,31,75,0.0006751420691557971,2.1913624478938423,0.1
jepa_residual,31,100,0.0004687217203818512,1.2286282841869687,0.1
jepa_residual,31,125,0.0005189475239498098,0.8309082668465215,0.1
jepa_residual,31,150,0.00043610629810436825,0.48281060260958464,0.1
jepa_residual,31,175,0.00048625071649626615,0.4690831600319467,0.1
jepa_residual,31,200,0.00034080570336986356,0.4294234895781849,0.1
jepa_residual,31,225,0.0004469511635998483,0.7234105391132516,0.1
jepa_residual,31,250,0.00027046395932756463,0.6024943408781933,0.1
jepa_residual,31,275,0.0003656624484258002,0.8914721076266954,0.1
jepa_residual,31,300,0.0004037125306744546,0.747331461334302,0.1
jepa_residual,31,325,0.0002445756307534127,0.6761939658028098,0.1
jepa_residual,31,350,0.0003060451953783363,1.0560303614556996,0.1
jepa_residual,31,375,0.0002490515340673199,0.7888723652434362,0.1
jepa_residual,31,400,0.00040369498389225013,0.47274014233808137,0.1
jepa_residual,31,425,0.00025150415756847253,0.6717869593918407,0.1
jepa_residual,31,450,0.00038374173688878285,0.552703905468751,0.1
jepa_residual,31,475,0.00033850703225868107,0.740108018139822,0.1
jepa_residual,31,500,0.000994213767885102,3.546698727890486,0.1
jepa_residual,31,525,0.00028746340586762706,1.3831591389517286,0.1
jepa_residual,31,550,0.00030373938973353687,0.709865705006325,0.1
jepa_residual,31,575,0.00019448367480462026,0.40855656872932106,0.1
jepa_residual,31,600,0.0003167397163155754,0.460643632764556,0.1
jepa_residual,31,625,0.0003333044592812381,0.890686372309871,0.1
jepa_residual,31,650,0.0002573022225737763,0.4415484225089544,0.1
jepa_residual,31,675,0.0002968791815313197,0.8580863208560405,0.1
jepa_residual,31,700,0.0002974483565809081,0.8533595072620903,0.1
jepa_residual,31,725,0.0003955624877362143,0.6689873865014095,0.1
jepa_residual,31,750,0.00038679936945148336,1.0359445453787566,0.1
jepa_residual,31,775,0.00026009168168583853,0.7054820663193401,0.1
jepa_residual,31,800,0.00027652219010137,0.8789438831099778,0.1
jepa_residual,31,825,0.0004070676289857476,0.9371415137275253,0.1
jepa_residual,31,850,0.00022114787532053352,0.6112761246762896,0.1
jepa_residual,31,875,0.0002580460786097291,0.5899044015056656,0.1
jepa_residual,31,900,0.0002367096730481791,0.566576074684772,0.1
jepa_residual,31,925,0.0003670102907851208,0.6581770277376475,0.1
jepa_residual,31,950,0.0001555458224832551,0.5877070937987112,0.1
jepa_residual,31,975,0.00026134578103767633,0.6921709036984839,0.1
jepa_residual,31,1000,0.0002882662732827981,0.6231314279979677,0.1
gru_residual,7,1,0.004527134498749567,34.252013230660125,0.2
gru_residual,7,25,4.543563436296027e-05,3.7494061568698087,0.2
gru_residual,7,50,4.764779487056607e-06,1.2372276875964356,0.2
gru_residual,7,75,1.199131229810312e-06,0.630846783902869,0.2
gru_residual,7,100,6.93411156771137e-07,0.4917858934320419,0.2
gru_residual,7,125,4.944716487838707e-07,0.42192728073004243,0.2
gru_residual,7,150,3.799492339360244e-07,0.3750316498319605,0.2
gru_residual,7,175,3.0465998155869564e-07,0.3394341930892671,0.2
gru_residual,7,200,2.5197423998873846e-07,0.311371103636259,0.2
gru_residual,7,225,2.133699853263702e-07,0.2884998405914931,0.2
gru_residual,7,250,1.8395687413892955e-07,0.26933194884984535,0.2
gru_residual,7,275,1.6078887832161148e-07,0.25286402728008095,0.2
gru_residual,7,300,1.420309874841705e-07,0.23843211626559163,0.2
gru_residual,7,325,1.2650230358087547e-07,0.22558375347673504,0.2
gru_residual,7,350,1.1341678032567795e-07,0.2140028144961226,0.2
gru_residual,7,375,1.0223338704762805e-07,0.20346556580666217,0.2
gru_residual,7,400,9.256608488251477e-08,0.1938058512356585,0.2
gru_residual,7,425,8.413086197959682e-08,0.18489715976391302,0.2
gru_residual,7,450,7.671333427538067e-08,0.17664060707602677,0.2
gru_residual,7,475,7.014789696883316e-08,0.1689573353906474,0.2
gru_residual,7,500,6.430393709009425e-08,0.1617829203509368,0.2
gru_residual,7,525,5.9077334375921865e-08,0.15506415093881631,0.2
gru_residual,7,550,5.438348759582616e-08,0.14875713774652818,0.2
gru_residual,7,575,5.015291634751099e-08,0.14282322457779467,0.2
gru_residual,7,600,4.632814084480726e-08,0.13723059306487267,0.2
gru_residual,7,625,4.286080930384482e-08,0.13195148589947198,0.2
gru_residual,7,650,3.9709994360960147e-08,0.12696095935074975,0.2
gru_residual,7,675,3.684077836803552e-08,0.12223828528748668,0.2
gru_residual,7,700,3.4223021895282946e-08,0.11776376777435542,0.2
gru_residual,7,725,3.183062567101913e-08,0.11352078832534479,0.2
gru_residual,7,750,2.9641864284728257e-08,0.10950145731308608,0.2
gru_residual,7,775,2.8497116780719334e-08,0.10743148747978204,0.2
gru_residual,7,800,2.582364213723071e-08,0.10203542153750383,0.2
gru_residual,7,825,2.4098152333386468e-08,0.09858535350777013,0.2
gru_residual,7,850,2.2539568734011716e-08,0.0952816627079761,0.2
gru_residual,7,875,2.1104183950155146e-08,0.09214790011960312,0.2
gru_residual,7,900,2.1064030558353318e-08,0.09024895624890983,0.2
gru_residual,7,925,1.8660502426799415e-08,0.08643180423010072,0.2
gru_residual,7,950,1.7436078306226458e-08,0.08360598953009583,0.2
gru_residual,7,975,1.6383399825155995e-08,0.08099288267658795,0.2
gru_residual,7,1000,1.824837406207151e-08,0.08487523182385773,0.2
gru_residual,19,1,0.004751459569145716,34.23946726978804,0.2
gru_residual,19,25,3.8720414252923924e-05,3.416082861299549,0.2
gru_residual,19,50,4.775916528339437e-06,1.2133677156563456,0.2
gru_residual,19,75,1.4880060672669205e-06,0.6924235493999428,0.2
gru_residual,19,100,9.05230523415042e-07,0.5468680341297837,0.2
gru_residual,19,125,6.446751920354842e-07,0.466362564388827,0.2
gru_residual,19,150,4.861817293008845e-07,0.4083017629281993,0.2
gru_residual,19,175,3.789225501031509e-07,0.36340149264934163,0.2
gru_residual,19,200,3.0272461488980304e-07,0.32724666723432344,0.2
gru_residual,19,225,2.4676139958766385e-07,0.2975110717661511,0.2
gru_residual,19,250,2.0455818945655266e-07,0.2726086266323596,0.2
gru_residual,19,275,1.7201896855643385e-07,0.2514532440552885,0.2
gru_residual,19,300,1.4645111914813765e-07,0.23326315117672342,0.2
gru_residual,19,325,1.2603055655996713e-07,0.21746106370493962,0.2
gru_residual,19,350,1.0949002557541981e-07,0.2036126358254659,0.2
gru_residual,19,375,9.592854735177626e-08,0.19138593326925413,0.2
gru_residual,19,400,8.469150186487888e-08,0.18052221703601956,0.2
gru_residual,19,425,7.52938432270685e-08,0.1708166233711449,0.2
gru_residual,19,450,6.736952892458711e-08,0.16210341479640455,0.2
gru_residual,19,475,6.063764845117691e-08,0.154246450784343,0.2
gru_residual,19,500,5.4879481648579384e-08,0.1471338193553752,0.2
gru_residual,19,525,4.992247695331928e-08,0.14066948767058177,0.2
gru_residual,19,550,4.5629261767457416e-08,0.13477342911156842,0.2
gru_residual,19,575,4.1888836504222824e-08,0.12937658681833347,0.2
gru_residual,19,600,3.861181013463201e-08,0.12441870047007376,0.2
gru_residual,19,625,3.572470962842031e-08,0.11984871254524868,0.2
gru_residual,19,650,3.3167475848548366e-08,0.11562156201915406,0.2
gru_residual,19,675,3.089067900221712e-08,0.11169835361708069,0.2
gru_residual,19,700,2.8853270109670104e-08,0.10804548972028058,0.2
gru_residual,19,725,2.7021285689632275e-08,0.10463302559539145,0.2
gru_residual,19,750,2.5366364132747206e-08,0.10143575207091135,0.2
gru_residual,19,775,2.3864861298214107e-08,0.0984309888092938,0.2
gru_residual,19,800,2.2496929368897903e-08,0.09559962028268316,0.2
gru_residual,19,825,2.1245870311213072e-08,0.09292460352316072,0.2
gru_residual,19,850,2.0097528964009442e-08,0.0903915180995576,0.2
gru_residual,19,875,1.9040035224230292e-08,0.08798696944593588,0.2
gru_residual,19,900,1.8063201660083626e-08,0.08569981390641758,0.2
gru_residual,19,925,1.7158344124633074e-08,0.08352048283547814,0.2
gru_residual,19,950,1.631803772610372e-08,0.08144012459722046,0.2
gru_residual,19,975,1.553584249464022e-08,0.07945134276619949,0.2
gru_residual,19,1000,1.480624414025127e-08,0.07754721621833284,0.2
gru_residual,31,1,0.004854625098202155,35.473619122385536,0.2
gru_residual,31,25,4.417975117651522e-05,3.6745241913841546,0.2
gru_residual,31,50,4.600542191062237e-06,1.2186502503454568,0.2
gru_residual,31,75,1.3242873274884217e-06,0.6524735931048169,0.2
gru_residual,31,100,7.12688540134814e-07,0.48570123633462225,0.2
gru_residual,31,125,4.7459487491815414e-07,0.4028914550703088,0.2
gru_residual,31,150,3.424006251062065e-07,0.3472403395827751,0.2
gru_residual,31,175,2.590073913389024e-07,0.3057951878835732,0.2
gru_residual,31,200,2.0314535091297495e-07,0.2739306495972483,0.2
gru_residual,31,225,1.6413790704198355e-07,0.24876376522501556,0.2
gru_residual,31,250,1.3598552688189906e-07,0.22844172211953837,0.2
gru_residual,31,275,1.1508496506365488e-07,0.2117292516565378,0.2
gru_residual,31,300,9.916692322847453e-08,0.19774978120070566,0.2
gru_residual,31,325,8.675224701888382e-08,0.18586227497522392,0.2
gru_residual,31,350,7.685056596251676e-08,0.17559509590237865,0.2
gru_residual,31,375,6.878641231612678e-08,0.1665969315503436,0.2
gru_residual,31,400,6.210861857023707e-08,0.1586552452959387,0.2
gru_residual,31,425,5.655175915970712e-08,0.15159806917535246,0.2
gru_residual,31,450,5.158463300109528e-08,0.1449531169479321,0.2
gru_residual,31,475,4.7369492164768366e-08,0.13893663801652148,0.2
gru_residual,31,500,4.366468287413048e-08,0.13343288585691898,0.2
gru_residual,31,525,4.038185062300829e-08,0.12833097152139583,0.2
gru_residual,31,550,3.745054525444403e-08,0.12357950872008625,0.2
gru_residual,31,575,3.48176483001359e-08,0.11913885370423351,0.2
gru_residual,31,600,3.244146177832245e-08,0.11497685869332874,0.2
gru_residual,31,625,3.0288510443085976e-08,0.11106762088385431,0.2
gru_residual,31,650,2.833151203688361e-08,0.10738887342449235,0.2
gru_residual,31,675,2.83761423691019e-08,0.10884638583704129,0.2
gru_residual,31,700,2.508815819232834e-08,0.10118754699915893,0.2
gru_residual,31,725,2.342695774522079e-08,0.09756984092659038,0.2
gru_residual,31,750,2.2057203184039552e-08,0.09463722905837746,0.2
gru_residual,31,775,2.0797889142675818e-08,0.09186246103890416,0.2
gru_residual,31,800,1.963885862481966e-08,0.08923595315008673,0.2
gru_residual,31,825,1.856969015167037e-08,0.08674339798084596,0.2
gru_residual,31,850,1.7581809886915017e-08,0.0843754789065351,0.2
gru_residual,31,875,1.6667497409811354e-08,0.08212370518566907,0.2
gru_residual,31,900,1.5819971353236055e-08,0.07998005146823291,0.2
gru_residual,31,925,1.6659152020382706e-08,0.0843568128639738,0.2
gru_residual,31,950,1.4513468274481989e-08,0.07706953036096782,0.2
gru_residual,31,975,1.3630631981471091e-08,0.07419812151327032,0.2
gru_residual,31,1000,1.2986036496480806e-08,0.07235172031493348,0.2
jepa_residual,7,1,0.049761591365004715,39.19112497599677,0.2
jepa_residual,7,25,0.008936214895975509,12.631293678680665,0.2
jepa_residual,7,50,0.002027340912737568,4.282252289106857,0.2
jepa_residual,7,75,0.0009772361902979025,1.9390064530817517,0.2
jepa_residual,7,100,0.0007696288937007779,1.2063247602856961,0.2
jepa_residual,7,125,0.0005613696780796555,0.6046663805501653,0.2
jepa_residual,7,150,0.0006359738441814154,0.4573552209180451,0.2
jepa_residual,7,175,0.0003593350429145717,0.5491301993824712,0.2
jepa_residual,7,200,0.00045520254342448747,0.4332599018701571,0.2
jepa_residual,7,225,0.0007171844137898054,0.636668588954678,0.2
jepa_residual,7,250,0.0008361195114183853,0.5896376964698836,0.2
jepa_residual,7,275,0.0006001692198493942,0.625349626326944,0.2
jepa_residual,7,300,0.00032365988914901886,0.4548300992925167,0.2
jepa_residual,7,325,0.00034671082345785466,0.5416095805892738,0.2
jepa_residual,7,350,0.00017549621618782917,0.30977987269261764,0.2
jepa_residual,7,375,0.00024459760892140537,0.44356740704952713,0.2
jepa_residual,7,400,0.0003515535534903893,0.5656999482423039,0.2
jepa_residual,7,425,0.0003077730972249101,0.4723396710919649,0.2
jepa_residual,7,450,0.0002066049250973677,0.39231652245867454,0.2
jepa_residual,7,475,0.0003078487743646131,0.44931502205837787,0.2
jepa_residual,7,500,0.00033149736294561154,0.5612233454277847,0.2
jepa_residual,7,525,0.0004215535375410039,0.4399750707590944,0.2
jepa_residual,7,550,0.00033802174197865374,0.4589479225648473,0.2
jepa_residual,7,575,0.0004443384551552241,0.46706287376281597,0.2
jepa_residual,7,600,0.0002369798158361051,0.4647661065808893,0.2
jepa_residual,7,625,0.0003103597318520102,0.4660611222459845,0.2
jepa_residual,7,650,0.00028652191392574674,0.613109093107903,0.2
jepa_residual,7,675,0.00015434039803525874,0.36517684197624345,0.2
jepa_residual,7,700,0.00035734062449546,0.5286025808899526,0.2
jepa_residual,7,725,0.00027459449169281013,0.622441456547814,0.2
jepa_residual,7,750,0.000287497647799416,0.5271172566717942,0.2
jepa_residual,7,775,0.00026731713282168425,0.5763563710629775,0.2
jepa_residual,7,800,0.0003390839205042739,0.4669253849814682,0.2
jepa_residual,7,825,0.00025162389008442015,0.4124726837731077,0.2
jepa_residual,7,850,0.00036598451843107273,0.552645638148151,0.2
jepa_residual,7,875,0.0002269345701355266,0.4653734632519453,0.2
jepa_residual,7,900,0.00026242565714503484,0.5025731754937924,0.2
jepa_residual,7,925,0.0003323427729034206,0.5590743548433466,0.2
jepa_residual,7,950,0.00026761221998282023,0.45172998421264954,0.2
jepa_residual,7,975,0.00028413409449032476,0.49612733410684656,0.2
jepa_residual,7,1000,0.00018602947794211537,0.4966769883813204,0.2
jepa_residual,19,1,0.04617916256853272,35.757914172864,0.2
jepa_residual,19,25,0.013282161656520438,9.393051687620726,0.2
jepa_residual,19,50,0.0019505159402774827,4.132124596319453,0.2
jepa_residual,19,75,0.0009733710651307448,2.124330042375376,0.2
jepa_residual,19,100,0.0010410360756251023,1.0700102864699017,0.2
jepa_residual,19,125,0.0012275031122322396,1.0260331496884263,0.2
jepa_residual,19,150,0.0007306616710589147,0.8564110801475271,0.2
jepa_residual,19,175,0.0005904805842306894,0.5401773942582205,0.2
jepa_residual,19,200,0.00047434054937985223,0.7849188572695593,0.2
jepa_residual,19,225,0.0006638346283404121,0.8493831558301478,0.2
jepa_residual,19,250,0.000446119066455196,1.085390334443802,0.2
jepa_residual,19,275,0.0006902017234363355,0.9822788247213029,0.2
jepa_residual,19,300,0.0005695703581182023,0.9146135954359708,0.2
jepa_residual,19,325,0.0004382585745343147,0.9809301217662247,0.2
jepa_residual,19,350,0.00036194991797939804,0.9233627021155996,0.2
jepa_residual,19,375,0.00036191455070490867,1.224855107105041,0.2
jepa_residual,19,400,0.0004393658432483999,0.7347008272260803,0.2
jepa_residual,19,425,0.00044371269437496586,0.8287651958743967,0.2
jepa_residual,19,450,0.00032057765876255715,0.8898262696515987,0.2
jepa_residual,19,475,0.0003576307052671429,0.6439667203627015,0.2
jepa_residual,19,500,0.0002669926983357057,0.9102135793276892,0.2
jepa_residual,19,525,0.0003629775185290246,0.7094928781755709,0.2
jepa_residual,19,550,0.0003564574413506819,0.757639713570313,0.2
jepa_residual,19,575,0.00033670259544594323,1.0382139525724794,0.2
jepa_residual,19,600,0.00043866241578135545,0.7729415044740798,0.2
jepa_residual,19,625,0.0003414009953324748,0.8403879871771286,0.2
jepa_residual,19,650,0.0006232976226630157,0.7743979845939509,0.2
jepa_residual,19,675,0.00037219103594452135,1.0666979539969783,0.2
jepa_residual,19,700,0.00028267806231006473,1.0194696169787771,0.2
jepa_residual,19,725,0.0006078528057116898,0.7237282531385839,0.2
jepa_residual,19,750,0.0005673845123197697,0.7839908380177766,0.2
jepa_residual,19,775,0.0004201292070601547,0.5920280579527142,0.2
jepa_residual,19,800,0.0003244613453503008,0.6549315155324219,0.2
jepa_residual,19,825,0.00034232042275702135,0.6342846117373849,0.2
jepa_residual,19,850,0.0003897204077657485,0.6664529804006528,0.2
jepa_residual,19,875,0.0003107859225388929,0.9157337070200833,0.2
jepa_residual,19,900,0.00034398967268008427,0.7342813045423691,0.2
jepa_residual,19,925,0.00034172299398671735,0.5344899808889421,0.2
jepa_residual,19,950,0.0003815548587199274,0.6320343070049993,0.2
jepa_residual,19,975,0.00030443771592478713,0.6336357712149666,0.2
jepa_residual,19,1000,0.0003341739866565599,0.6412047190103867,0.2
jepa_residual,31,1,0.04802593435664589,37.14079767835018,0.2
jepa_residual,31,25,0.009149643311294873,14.403967156178513,0.2
jepa_residual,31,50,0.001497895162065263,4.711234736713353,0.2
jepa_residual,31,75,0.0006476047076371678,2.196059078245016,0.2
jepa_residual,31,100,0.0005733666830550923,1.2050739795083953,0.2
jepa_residual,31,125,0.0006838694539653326,0.932742206161669,0.2
jepa_residual,31,150,0.00040361242409542775,0.7151284454991135,0.2
jepa_residual,31,175,0.0006089682526758109,0.8620407973789755,0.2
jepa_residual,31,200,0.0007659741673856807,0.709854878500431,0.2
jepa_residual,31,225,0.0003937785281676562,0.6865006729553682,0.2
jepa_residual,31,250,0.0004757550511640357,0.834671289913906,0.2
jepa_residual,31,275,0.0005407161972299278,1.0949797189384387,0.2
jepa_residual,31,300,0.00035842989047222504,1.1878011059973168,0.2
jepa_residual,31,325,0.00038058228605916927,0.8244883059889864,0.2
jepa_residual,31,350,0.0003448879992512116,0.4773996476360186,0.2
jepa_residual,31,375,0.00030236729919664603,0.6271517515599918,0.2
jepa_residual,31,400,0.0002516407723827339,0.4173884984344125,0.2
jepa_residual,31,425,0.0003325343119914235,0.6385038590204557,0.2
jepa_residual,31,450,0.0002488633625679837,0.366738651408959,0.2
jepa_residual,31,475,0.00019452388738069317,0.49281913411165895,0.2
jepa_residual,31,500,0.00027207947626479344,0.6032796450702607,0.2
jepa_residual,31,525,0.0002450222527189368,0.7646875995034276,0.2
jepa_residual,31,550,0.0002764965656292254,0.4939354131347077,0.2
jepa_residual,31,575,0.0003019503718808676,0.5546409085664034,0.2
jepa_residual,31,600,0.00035850739206067867,0.7412284484290591,0.2
jepa_residual,31,625,0.00042472064817166463,0.8156223922362614,0.2
jepa_residual,31,650,0.0003236519165760706,0.5593666344471201,0.2
jepa_residual,31,675,0.0002907385260516503,0.6793000236332893,0.2
jepa_residual,31,700,0.00025345429345336427,0.6621263119158759,0.2
jepa_residual,31,725,0.00037204456510880245,0.8340237735760049,0.2
jepa_residual,31,750,0.0002763108371647836,0.7815450139093728,0.2
jepa_residual,31,775,0.0002559833824337381,1.0697789025273694,0.2
jepa_residual,31,800,0.00031073490924801646,0.7881505437791771,0.2
jepa_residual,31,825,0.0003471641373304426,1.015237650131259,0.2
jepa_residual,31,850,0.0003212918001432561,0.9971182836301862,0.2
jepa_residual,31,875,0.0002693681508710492,0.7337144642533795,0.2
jepa_residual,31,900,0.0002482367859892716,0.6446629277354147,0.2
jepa_residual,31,925,0.00033213402817276126,1.0402621626238744,0.2
jepa_residual,31,950,0.00032927972536551546,0.7207847783879942,0.2
jepa_residual,31,975,0.000596201097058109,1.1093425830892816,0.2
jepa_residual,31,1000,0.00028947764678271225,1.9570762913939488,0.2
gru_residual,7,1,0.0045421903098889,34.34061229578778,0.5
gru_residual,7,25,4.623550153671315e-05,3.778849723516337,0.5
gru_residual,7,50,4.889982170209068e-06,1.2532151551568596,0.5
gru_residual,7,75,1.2995787435886497e-06,0.6606558605403992,0.5
gru_residual,7,100,7.768490422751985e-07,0.5238854112327109,0.5
gru_residual,7,125,5.754308675143389e-07,0.45798706241953124,0.5
gru_residual,7,150,4.5888446533722466e-07,0.4142443697914374,0.5
gru_residual,7,175,3.819236858872831e-07,0.3816897456394677,0.5
gru_residual,7,200,3.2768299594268525e-07,0.3561587518110694,0.5
gru_residual,7,225,2.875554701716551e-07,0.3355005798282818,0.5
gru_residual,7,250,2.5660657180473664e-07,0.3182410802707058,0.5
gru_residual,7,275,2.3187356161529775e-07,0.3034224700490806,0.5
gru_residual,7,300,2.115182076340267e-07,0.29041516387835414,0.5
gru_residual,7,325,1.9436423293380914e-07,0.2787957007593044,0.5
gru_residual,7,350,1.7963372016344856e-07,0.26827344970646905,0.5
gru_residual,7,375,1.6679313446808392e-07,0.2586434672933478,0.5
gru_residual,7,400,1.5546400814127882e-07,0.24975533026354407,0.5
gru_residual,7,425,1.4536872995774844e-07,0.2414952253718995,0.5
gru_residual,7,450,1.362984467109415e-07,0.23377548555932534,0.5
gru_residual,7,475,1.2809255055842335e-07,0.2265267778914425,0.5
gru_residual,7,500,1.2062526562466215e-07,0.2196939908049465,0.5
gru_residual,7,525,1.1379654790262626e-07,0.21323125251397146,0.5
gru_residual,7,550,1.0752573243338e-07,0.20710201829558775,0.5
gru_residual,7,575,1.0174687939277531e-07,0.2012756315269128,0.5
gru_residual,7,600,9.640603055843892e-08,0.19572666678571002,0.5
gru_residual,7,625,9.145784656785729e-08,0.19043313693251868,0.5
gru_residual,7,650,8.686418598418648e-08,0.18537801610942953,0.5
gru_residual,7,675,8.259282475132508e-08,0.1805455175690928,0.5
gru_residual,7,700,7.861600322097551e-08,0.1759231922536054,0.5
gru_residual,7,725,7.490980347406093e-08,0.17149981639071482,0.5
gru_residual,7,750,7.145314263682368e-08,0.16726598766696768,0.5
gru_residual,7,775,6.82277357697027e-08,0.16321364066434438,0.5
gru_residual,7,800,6.521715029384852e-08,0.1593360509792022,0.5
gru_residual,7,825,6.24069876184524e-08,0.1556271664609683,0.5
gru_residual,7,850,5.978402316817482e-08,0.15208149869581722,0.5
gru_residual,7,875,5.733640321803286e-08,0.14869469178537578,0.5
gru_residual,7,900,5.5053322906320516e-08,0.14546235294247373,0.5
gru_residual,7,925,5.2924706837902254e-08,0.14238058138901252,0.5
gru_residual,7,950,5.094147417229436e-08,0.13944576644255388,0.5
gru_residual,7,975,4.909491797695371e-08,0.13665473040409698,0.5
gru_residual,7,1000,4.737706019220688e-08,0.13400387762665905,0.5
gru_residual,19,1,0.004739941255395353,34.169416140017034,0.5
gru_residual,19,25,3.950236576057643e-05,3.4357063247969335,0.5
gru_residual,19,50,4.9912394306538856e-06,1.2399363242649721,0.5
gru_residual,19,75,1.5781234452213973e-06,0.7172064573174532,0.5
gru_residual,19,100,9.845566294744045e-07,0.5750410252404231,0.5
gru_residual,19,125,7.215379546577845e-07,0.497026819626419,0.5
gru_residual,19,150,5.607026453113216e-07,0.44261307633470004,0.5
gru_residual,19,175,4.5129865649183664e-07,0.4006001436488086,0.5
gru_residual,19,200,3.731467698506025e-07,0.3672132891841531,0.5
gru_residual,19,225,3.153709549139114e-07,0.34000776195392857,0.5
gru_residual,19,250,2.7146196680274817e-07,0.3174515636001897,0.5
gru_residual,19,275,2.373027994781603e-07,0.2984584527108726,0.5
gru_residual,19,300,2.1018723720575408e-07,0.28225782501486446,0.5
gru_residual,19,325,1.8828383910555843e-07,0.2682813698609179,0.5
gru_residual,19,350,1.703188488278505e-07,0.25610454138889327,0.5
gru_residual,19,375,1.5538699932802683e-07,0.2454024309352358,0.5
gru_residual,19,400,1.4283006005618906e-07,0.23592456850672672,0.5
gru_residual,19,425,1.3215947250561115e-07,0.22747176151428314,0.5
gru_residual,19,450,1.230062577375695e-07,0.2198854456518867,0.5
gru_residual,19,475,1.1508661722347096e-07,0.21303599397138245,0.5
gru_residual,19,500,1.0817915317667606e-07,0.2068170102204975,0.5
gru_residual,19,525,1.0210899301368905e-07,0.20113948421938893,0.5
gru_residual,19,550,9.673631393539479e-08,0.19592991505741156,0.5
gru_residual,19,575,9.194835350825588e-08,0.1911250795576453,0.5
gru_residual,19,600,8.76536043334617e-08,0.1866724398033072,0.5
gru_residual,19,625,8.37771481018933e-08,0.18252688798120198,0.5
gru_residual,19,650,8.025756946330397e-08,0.17864982158593157,0.5
gru_residual,19,675,7.704389504717831e-08,0.17500864372412683,0.5
gru_residual,19,700,7.409446065696929e-08,0.17157559631438854,0.5
gru_residual,19,725,7.137414226771645e-08,0.16832699613046045,0.5
gru_residual,19,750,6.885392678174576e-08,0.16524273284177088,0.5
gru_residual,19,775,6.650967660681002e-08,0.1623055147360754,0.5
gru_residual,19,800,6.432092173762967e-08,0.15950078798376685,0.5
gru_residual,19,825,6.227055642945834e-08,0.1568159758494187,0.5
gru_residual,19,850,6.034426634764182e-08,0.15424068164797625,0.5
gru_residual,19,875,5.8529869764524616e-08,0.15176585974042758,0.5
gru_residual,19,900,5.681705254745863e-08,0.14938407292061556,0.5
gru_residual,19,925,5.5196945512026725e-08,0.14708854809908153,0.5
