target_omega_rad_s,method,terminal_error_rad_s,tracking_ISE_rad2_s,control_effort,control_rate_rms,saturation_fraction,constraint_activity_fraction
430.0,analytical_optimum,15.688145290598356,211.4368803099824,1.1025,0.0,1.0,0.0
430.0,random_shooting,25.663751687784156,299.3510702336406,0.5679834213195013,0.2386813888879299,0.0,0.0
405.0,analytical_optimum,1.1368683772161603e-13,3.1761524114282578,0.5672286454305644,0.0,0.0,0.0
405.0,random_shooting,0.6637516877841563,2.8219117440371524,0.5679834213195013,0.2386813888879299,0.0,0.0
412.0,analytical_optimum,3.979039320256561e-13,18.294637889826358,0.9531616873966323,0.0,0.0,0.0
412.0,random_shooting,7.663751687784156,35.4500761211261,0.5679834213195013,0.2386813888879299,0.0,0.0
