epsilon,sequence_index,method,full_trajectory_rmse_rad_s,ode_residual_N_m
0.1,13,nominal_physics,226.16132472512086,0.07622870477460125
0.1,13,calibrated_physics,0.0022215695644797855,13.377508859333332
0.1,14,rk4_oracle,0.0,13.433202584164064
0.1,14,nominal_physics,200.95278216753186,1.459421979234546
0.1,14,calibrated_physics,0.0038682910752603924,13.433385518834525
0.1,15,rk4_oracle,0.0,14.037798028942747
0.1,15,nominal_physics,238.53839299086832,0.793496940185907
0.1,15,calibrated_physics,0.004001623034134616,14.03798120685545
0.1,16,rk4_oracle,0.0,16.22278371423726
0.1,16,nominal_physics,240.1875151537895,1.5006617337017873
0.1,16,calibrated_physics,0.004765009831714781,16.223018373853446
0.1,17,rk4_oracle,0.0,13.648287623559533
0.1,17,nominal_physics,244.6526610831226,0.35994855854381064
0.1,17,calibrated_physics,0.0035011843445527558,13.648447596256213
0.1,18,rk4_oracle,0.0,16.346950035843324
0.1,18,nominal_physics,250.4396042804862,0.15851535513165585
0.1,18,calibrated_physics,0.002770086451318426,16.347102262838057
0.1,19,rk4_oracle,0.0,16.702350428901912
0.1,19,nominal_physics,246.1639859168351,1.4455185948051064
0.1,19,calibrated_physics,0.004739047073672702,16.702587457017206
0.1,20,rk4_oracle,0.0,14.842486289469424
0.1,20,nominal_physics,245.80885332453786,0.7794465107204661
0.1,20,calibrated_physics,0.004012478887725163,14.842676069814098
0.1,21,rk4_oracle,0.0,14.716526413056611
0.1,21,nominal_physics,262.8204130978984,0.35877104797800025
0.1,21,calibrated_physics,0.002767749147776,14.716664171998142
0.1,22,rk4_oracle,0.0,15.231797815846692
0.1,22,nominal_physics,223.90895274885312,1.67032117424742
0.1,22,calibrated_physics,0.004761553762021585,15.232026524952763
0.1,23,rk4_oracle,0.0,12.428586127329625
0.1,23,nominal_physics,193.96672356158638,1.1656894052815983
0.1,23,calibrated_physics,0.003309267257577048,12.428740366212251
0.1,24,rk4_oracle,0.0,12.834223039100882
0.1,24,nominal_physics,191.62922861631165,1.2695091322711671
0.1,24,calibrated_physics,0.003230516788629196,12.834378924779532
0.1,25,rk4_oracle,0.0,15.196718758121095
0.1,25,nominal_physics,230.51784875894296,0.3137553728653648
0.1,25,calibrated_physics,0.0025248443348284927,15.196856385885456
0.1,26,rk4_oracle,0.0,11.144762887011717
0.1,26,nominal_physics,218.37056213506352,0.8316982574685549
0.1,26,calibrated_physics,0.001484236774245161,11.144835502230144
0.1,27,rk4_oracle,0.0,12.230638930859158
0.1,27,nominal_physics,219.1674488283457,0.24807465252720515
0.1,27,calibrated_physics,0.0019878721087872382,12.230736908729439
0.1,28,rk4_oracle,0.0,12.868512900761964
0.1,28,nominal_physics,249.6544808721041,1.440992451657516
0.1,28,calibrated_physics,0.0015141886818588392,12.868591788219838
0.1,29,rk4_oracle,0.0,13.470611682074635
0.1,29,nominal_physics,212.00548512070478,0.293923975188233
0.1,29,calibrated_physics,0.0022346239289676335,13.470728853287051
0.2,0,rk4_oracle,0.0,11.905317724391505
0.2,0,nominal_physics,205.26165406295505,0.07360576904500861
0.2,0,calibrated_physics,0.004582981241553316,11.905542813364612
0.2,1,rk4_oracle,0.0,14.348689066392184
0.2,1,nominal_physics,244.5615041350107,0.5485228359982273
0.2,1,calibrated_physics,0.008215636197990595,14.349076060190237
0.2,2,rk4_oracle,0.0,14.015428646028784
0.2,2,nominal_physics,263.98757029706513,0.8987114314102851
0.2,2,calibrated_physics,0.0050377460556947536,14.015681160756788
0.2,3,rk4_oracle,0.0,13.809031130390196
0.2,3,nominal_physics,206.33580575727393,1.1104781943799595
0.2,3,calibrated_physics,0.007219319155192483,13.80939129965289
0.2,4,rk4_oracle,0.0,14.248521007132366
0.2,4,nominal_physics,250.5530505966328,0.9378038099656052
0.2,4,calibrated_physics,0.004193336602925157,14.248746703355673
0.2,5,rk4_oracle,0.0,14.757087430747067
0.2,5,nominal_physics,261.8428861280098,0.9153443552126609
0.2,5,calibrated_physics,0.004739241376609766,14.757338817838233
0.2,6,rk4_oracle,0.0,13.530857610118368
0.2,6,nominal_physics,256.72496926190087,0.8040402535245583
0.2,6,calibrated_physics,0.004951947937038313,13.531102315223936
0.2,7,rk4_oracle,0.0,11.099728219524101
0.2,7,nominal_physics,210.89255393606044,0.7980399583185319
0.2,7,calibrated_physics,0.0030778268218767885,11.099882906920472
0.2,8,rk4_oracle,0.0,13.34202062397804
0.2,8,nominal_physics,249.18585345781725,0.42573376480333186
0.2,8,calibrated_physics,0.005549239924522789,13.342287854001517
0.2,9,rk4_oracle,0.0,14.79412555178687
0.2,9,nominal_physics,236.42876406317296,1.270933148568472
0.2,9,calibrated_physics,0.01059921125133039,14.79461506017367
0.2,10,rk4_oracle,0.0,13.874353554800397
0.2,10,nominal_physics,257.47908092099823,1.0295232492659796
0.2,10,calibrated_physics,0.004417606400885178,13.874581634198828
0.2,11,rk4_oracle,0.0,11.964471165130199
0.2,11,nominal_physics,227.73135698926447,1.220196084488414
0.2,11,calibrated_physics,0.002962132239534353,11.964626301307323
