epsilon,sequence_index,method,full_trajectory_rmse_rad_s,ode_residual_N_m
0.5,6,nominal_physics,233.11000639967875,0.21205843772601082
0.5,6,calibrated_physics,0.025282401045340814,13.600504786090184
0.5,7,rk4_oracle,0.0,12.76234075059484
0.5,7,nominal_physics,217.39376964823919,0.29750798882431045
0.5,7,calibrated_physics,0.01642968220264919,12.763197078099264
0.5,8,rk4_oracle,0.0,13.640202044944722
0.5,8,nominal_physics,211.14973469141685,1.1473324032166903
0.5,8,calibrated_physics,0.03233880862697784,13.641749384297741
0.5,9,rk4_oracle,0.0,13.414865697047166
0.5,9,nominal_physics,253.76424218329478,0.6104387975462038
0.5,9,calibrated_physics,0.021265579553100898,13.415898560213325
0.5,10,rk4_oracle,0.0,12.771814122122818
0.5,10,nominal_physics,220.27766257513733,0.1952206300480002
0.5,10,calibrated_physics,0.022657663245081696,12.772910583477142
0.5,11,rk4_oracle,0.0,13.436925330784357
0.5,11,nominal_physics,209.72778153075674,0.9374269360029824
0.5,11,calibrated_physics,0.028569452550176812,13.43831664516418
0.5,12,rk4_oracle,0.0,15.168772513807932
0.5,12,nominal_physics,244.9689156576477,0.049847140417668426
0.5,12,calibrated_physics,0.02290731703331026,15.169992361240789
0.5,13,rk4_oracle,0.0,14.030479172725126
0.5,13,nominal_physics,253.26415683864082,0.08978380404417004
0.5,13,calibrated_physics,0.029313600124944297,14.031854654386473
0.5,14,rk4_oracle,0.0,14.70124339263861
0.5,14,nominal_physics,224.70837613295413,0.9273572086119329
0.5,14,calibrated_physics,0.030429349814345672,14.70277473270791
0.5,15,rk4_oracle,0.0,13.577426460725489
0.5,15,nominal_physics,228.51352631865132,0.2730189124389178
0.5,15,calibrated_physics,0.018357492474709854,13.57839001955615
0.5,16,rk4_oracle,0.0,11.866719121516034
0.5,16,nominal_physics,203.56192493211051,0.48411465835310996
0.5,16,calibrated_physics,0.02341513319440813,11.867810594309738
0.5,17,rk4_oracle,0.0,11.66448287400921
0.5,17,nominal_physics,222.74032706711344,0.8747248218044003
0.5,17,calibrated_physics,0.013555495543183747,11.665164159320947
0.5,18,rk4_oracle,0.0,13.17108998031068
0.5,18,nominal_physics,236.5774069253434,1.029350813714728
0.5,18,calibrated_physics,0.014107111791581358,13.171847190025408
0.5,19,rk4_oracle,0.0,12.011834169123913
0.5,19,nominal_physics,219.94817096707695,0.5717951838517196
0.5,19,calibrated_physics,0.015241000687012422,12.012601235261249
0.5,20,rk4_oracle,0.0,13.319633381782397
0.5,20,nominal_physics,248.86468032605862,0.020251395365264317
0.5,20,calibrated_physics,0.02819430112763545,13.320922135050491
0.5,21,rk4_oracle,0.0,13.691781156899069
0.5,21,nominal_physics,234.9269533830917,0.6073504445019614
0.5,21,calibrated_physics,0.032094501617955636,13.693267841600283
0.5,22,rk4_oracle,0.0,12.348048362625953
0.5,22,nominal_physics,232.20008538879355,1.0334165997911282
0.5,22,calibrated_physics,0.013713220149104434,12.348757098004523
0.5,23,rk4_oracle,0.0,11.777791702583075
0.5,23,nominal_physics,200.569108178967,0.14798468988845542
0.5,23,calibrated_physics,0.018169553556467568,11.778686155369746
0.5,24,rk4_oracle,0.0,14.532294763946883
0.5,24,nominal_physics,222.69723558595854,1.319914882111331
0.5,24,calibrated_physics,0.037683055243282054,14.534093868950933
0.5,25,rk4_oracle,0.0,15.446416090716761
0.5,25,nominal_physics,243.11108231014074,0.3448206801678795
0.5,25,calibrated_physics,0.02660791796839441,15.447810751323884
0.5,26,rk4_oracle,0.0,11.111033753626563
0.5,26,nominal_physics,199.63356325112537,0.387075501413248
0.5,26,calibrated_physics,0.02249066915877359,11.112044930623936
0.5,27,rk4_oracle,0.0,14.657546007408476
0.5,27,nominal_physics,218.396567851565,1.2564640898282289
0.5,27,calibrated_physics,0.03377407528107535,14.65921998872004
0.5,28,rk4_oracle,0.0,11.49732040133742
0.5,28,nominal_physics,204.97925959892603,0.08300677976738524
0.5,28,calibrated_physics,0.019071531663805177,11.498225112120249
0.5,29,rk4_oracle,0.0,14.91361228452013
0.5,29,nominal_physics,250.09000240508308,0.292026721582041
0.5,29,calibrated_physics,0.029357744127976752,14.915063211157621
