configuration,seed,gradient_step,trajectory_loss,latent_loss,ode_loss,variance_loss,total_loss,validation_trajectory_rmse_rad_s
baseline,7,475,6.094832160037602e-07,0.004249888006597757,1.4049112604131047,0.9832066297531128,0.00021310388354589164,0.5743718797275668
baseline,7,500,1.0661502975605008e-06,0.005778063554316759,2.5403823265672276,0.9833611249923706,0.00028996933965493065,0.5726660745464909
baseline,7,525,6.812763446625547e-07,0.005801095161587,1.663590723285088,0.9835461378097534,0.0002907360460655447,0.5266456121734006
baseline,7,550,7.733948546749364e-07,0.006365133449435234,1.8298524972721506,0.9836938381195068,0.0003190300673264366,0.46892630714611727
baseline,7,575,1.0555099927935184e-06,0.008905119262635708,2.825858434275308,0.983825147151947,0.0004463114905868772,0.5919224387762712
baseline,7,600,9.687533347735576e-07,0.005382265895605087,2.2480171566679408,0.9838671088218689,0.00027008206557732617,0.5211140139967847
baseline,7,625,7.948935063538259e-07,0.004556738771498203,1.7690476846204146,0.9838873744010925,0.00022863182917088094,0.4942488161013412
baseline,7,650,1.1360969709140447e-06,0.006565675139427185,3.2301329940592454,0.9839988946914673,0.0003294198539422733,0.6205134964390003
baseline,7,675,9.197002614927677e-07,0.0063902875408530235,2.0645122044263773,0.9840395450592041,0.0003204340947664422,0.5852961478977418
baseline,7,700,6.293591584489975e-07,0.006439161952584982,1.461764279930927,0.9840287566184998,0.0003225874567876981,0.4288324731889778
baseline,7,725,8.714523553029433e-07,0.005699809640645981,2.3026331804289364,0.9840205907821655,0.00028586195184990027,0.5658131015265444
baseline,7,750,7.537672294872259e-07,0.005857214331626892,1.754708950497615,0.9840577840805054,0.000293614495452364,0.5058654962369599
baseline,7,775,9.693240795245685e-07,0.005684284958988428,2.2692926243852334,0.9840542674064636,0.0002851835662081799,0.5788147290375254
baseline,7,800,8.228977266765288e-07,0.0044981432147324085,2.0725297591018257,0.9840299487113953,0.0002257300671944461,0.5656466387847588
baseline,7,825,7.354713340590243e-07,0.006495702546089888,1.7513795873039006,0.9840235710144043,0.00032552059863855343,0.501057149739937
baseline,7,850,5.023782720147776e-07,0.004141252022236586,1.0477666707404423,0.9840482473373413,0.00020756498520461015,0.48394899084063553
baseline,7,875,5.606222041010263e-07,0.004099773708730936,1.3825339567046144,0.9840278625488281,0.00020554930473026478,0.4791066578694374
baseline,7,900,6.212435249500744e-07,0.005097225308418274,1.4716174688346622,0.9840285181999207,0.00025548252640816203,0.49888462988792465
baseline,7,925,4.792451934650957e-07,0.0034920398611575365,1.0202073205627766,0.9840266108512878,0.000175081244072108,0.4317811379630597
baseline,7,950,6.024642608943e-07,0.00513398926705122,1.3790010716531105,0.9840437173843384,0.0002573019450757536,0.5058164264062338
baseline,7,975,4.3333544061103714e-07,0.00421892711892724,0.9186519689712254,0.9839860796928406,0.00021137968847659,0.4038950283745651
baseline,7,1000,6.568953582110413e-07,0.004821483511477709,1.5404492045164138,0.9839884042739868,0.00024173106802171345,0.45455080982165946
baseline,19,1,0.005304435566094716,0.8178296685218811,13400.359715432236,0.9887471199035645,0.04619591899218877,35.828637207687564
baseline,19,25,0.00024947739552239826,0.2619415819644928,708.1628550330869,0.9694370031356812,0.013346556866276067,9.44241092114938
baseline,19,50,6.427928621836635e-05,0.03867840766906738,190.56685275940154,0.9705904722213745,0.001998199716237864,4.692649064430648
baseline,19,75,1.4455549560109615e-05,0.018685072660446167,42.8078339548783,0.9837926626205444,0.0009487091709408857,2.2021605539274165
baseline,19,100,4.231689088833709e-06,0.016175588592886925,10.561937137185597,0.9876298308372498,0.0008130111303747121,1.271716382146807
baseline,19,125,1.282017543379517e-06,0.014184144325554371,3.2676125360771913,0.9872774481773376,0.0007104892221795659,0.8219741435372742
baseline,19,150,2.3656202357547687e-06,0.016150835901498795,6.1663382025539555,0.9860663414001465,0.000809907450235291,0.6837797729067127
baseline,19,175,2.5241245494951984e-06,0.010715545155107975,6.306963209570886,0.9839702844619751,0.0005383013706633618,1.3733113013170026
baseline,19,200,2.7734024354012696e-06,0.012356293387711048,6.967977369290158,0.9808959364891052,0.0006205880601794215,1.0487718415965517
baseline,19,225,1.297151689473206e-06,0.009503272362053394,3.339334564032454,0.97837233543396,0.0004764607814336751,0.6857758006026419
baseline,19,250,2.3797117295133074e-06,0.00855823140591383,6.205833579434709,0.9776262044906616,0.000430291293666737,1.0222705333825222
baseline,19,275,8.986497403598377e-06,0.010570041835308075,25.78569247509096,0.9775640368461609,0.0005374886008105343,0.9027919610404436
baseline,19,300,2.8730210362681418e-06,0.009913389571011066,8.604236564407447,0.977611243724823,0.0004985425112283536,1.5500050608592106
baseline,19,325,3.5105860104381703e-06,0.01029652077704668,8.830430279472045,0.977715015411377,0.0005183366248627722,0.953529039300328
baseline,19,350,1.7603334555608678e-06,0.012154798023402691,4.717142103036724,0.9779746532440186,0.0006095002346256954,0.7841877774055
baseline,19,375,2.4223919162755222e-06,0.009057457558810711,7.169261356257424,0.978236198425293,0.00045529528149834323,1.030008723900109
baseline,19,400,1.992700714005805e-06,0.010162308812141418,5.2206500816506205,0.9786340594291687,0.0005101081529626089,0.9847842375744037
baseline,19,425,1.818355377247093e-06,0.004994081798940897,5.378546432755893,0.9789215922355652,0.00025152243950352587,0.7069037060443849
baseline,19,450,2.1867020175074695e-06,0.008743736892938614,6.3468870730945435,0.9791828989982605,0.00043937355830597037,0.9448591691224361
baseline,19,475,1.8973522195520919e-06,0.006796663161367178,5.144916961244461,0.9793084859848022,0.00034173052775020925,0.8374238684446925
baseline,19,500,4.226857140519258e-06,0.01647837832570076,11.214733753674428,0.9793739318847656,0.000828145761784025,1.0414897072600133
baseline,19,525,2.5211892313231533e-06,0.0077713290229439735,5.8824428777814,0.9796316623687744,0.00039108765202005403,0.774580558069811
baseline,19,550,1.0943575844964229e-06,0.007372116204351187,2.6790868790195916,0.9798521995544434,0.00036970016198128964,0.8235865441102804
baseline,19,575,2.4865890720775986e-06,0.014257179573178291,7.4191806653651176,0.9800858497619629,0.0007153455677309921,0.7272183262147228
baseline,19,600,1.8455285003814208e-06,0.008946720510721207,4.991998952635353,0.9802584648132324,0.00044918155985720784,0.6717798869395101
baseline,19,625,1.5913789672467855e-06,0.00875871255993843,3.8512701718877,0.9801168441772461,0.0004395270186057005,0.7402198785960858
baseline,19,650,2.161071487406118e-06,0.006527105811983347,5.54559022291884,0.9802793860435486,0.0003285163795488717,0.7134828689130006
baseline,19,675,1.3649857769471335e-06,0.006953395903110504,3.324255214415491,0.9802159667015076,0.00034903477511170623,0.9405114142283264
baseline,19,700,1.431481333284933e-06,0.00884507317095995,3.9298256655878507,0.9803118705749512,0.0004436851398812824,0.7880804131536423
baseline,19,725,2.1543751515488962e-06,0.006834476254880428,5.094480976365493,0.9805392622947693,0.0003438781937163364,0.9246938264996227
baseline,19,750,3.155416421090016e-06,0.01038245391100645,8.14147519486555,0.9803774356842041,0.0005222781119714125,0.8797854968485401
baseline,19,775,1.1119409519514133e-06,0.0139430807903409,2.8157635305822897,0.9803469181060791,0.0006982659688274642,0.5942013586616345
baseline,19,800,1.438656539196093e-06,0.004580285400152206,4.014812781022644,0.980555534362793,0.00023045292945718946,0.8674188160675225
baseline,19,825,1.0369259090542565e-06,0.006421723403036594,2.6047150284685774,0.9804115295410156,0.00032212310188165004,0.5739693594460274
baseline,19,850,1.1216268762221395e-06,0.00582587905228138,3.267761095265599,0.9804593920707703,0.0002924155794902911,0.609183778657746
baseline,19,875,1.153727278142637e-06,0.009681610390543938,2.7133101685837335,0.980502724647522,0.00048523424680533954,0.6445288840982606
baseline,19,900,1.0739948344618787e-06,0.008054506964981556,3.0457084083569184,0.9805137515068054,0.00040379935472507184,0.6428070115677873
baseline,19,925,1.698851464783463e-06,0.006690122187137604,4.236446428441454,0.9804890155792236,0.0003362049782839619,0.6485078757225486
baseline,19,950,1.4977038450558084e-06,0.007140394765883684,3.2906615311813154,0.9805583953857422,0.0003585174479600061,0.7433053823192639
baseline,19,975,1.1873022307913692e-06,0.006805070675909519,2.676207698981941,0.980505108833313,0.0003414408534885656,0.5743010967488945
baseline,19,1000,1.0796330503217423e-06,0.006331563927233219,2.480527469252688,0.9804131388664246,0.0003176578294119827,0.5729676721278263
baseline,31,1,0.005759622117798219,0.8453524708747864,17281.791761228975,0.9882544279098511,0.0480272464065956,37.156592041532996
baseline,31,25,0.0006138786220935323,0.17061574757099152,1607.5152401405505,0.9700192213058472,0.009144665814378594,14.335481827665518
baseline,31,50,6.645949785322424e-05,0.028934014961123466,184.85327934770265,0.9751569032669067,0.0015131602691924619,4.743629271140241
baseline,31,75,1.506087064711763e-05,0.012730108574032784,43.300165794142856,0.9838228225708008,0.0006515662993487568,2.2330416933801307
baseline,31,100,5.017389064891346e-06,0.009791345335543156,13.296371518881752,0.9873760938644409,0.0004945846791251135,1.2018058344506048
baseline,31,125,2.4254774768402274e-06,0.009541962295770645,6.401855750240765,0.9874903559684753,0.00047952360972767073,0.9107603248528725
baseline,31,150,2.0639874547699556e-06,0.00830214936286211,5.56564581818824,0.9870921969413757,0.0004171714555978755,0.8318005985399869
baseline,31,175,1.8442055905174599e-06,0.01648094318807125,4.485632446883652,0.9862207174301147,0.0008258913999186766,0.5625471401242983
baseline,31,200,2.078702540833439e-06,0.009043467231094837,4.661461873165375,0.9854855537414551,0.00045425208155787356,0.8454433596793387
baseline,31,225,1.404920858566546e-06,0.006964089348912239,3.875695832635417,0.984351396560669,0.00034960940576647675,0.5847503873574017
baseline,31,250,1.226198964532102e-06,0.006694585084915161,2.7813598994482476,0.9828590154647827,0.0003359554648518223,0.5419651507511656
baseline,31,275,1.301556001209222e-06,0.008971507661044598,3.479044865825964,0.9821728467941284,0.0004498769448742052,0.5993767968681466
baseline,31,300,2.5043068995751142e-06,0.006916131358593702,6.186056506884256,0.98198401927948,0.00034831086900849413,0.985320520706254
baseline,31,325,1.8495095086002732e-06,0.0043597170151770115,4.818668541814821,0.981955885887146,0.00021983536608821694,0.8261691198656366
baseline,31,350,1.1687086424179135e-06,0.004482384771108627,3.077925205488648,0.9821251630783081,0.00022528795010823234,0.7770075966349689
baseline,31,375,2.714723054148384e-06,0.008613325655460358,7.117650584293136,0.9822966456413269,0.00043338101164793234,0.9318919684470244
baseline,31,400,1.3661194275057293e-06,0.007150277495384216,3.6125209020649045,0.9824651479721069,0.00035887998837595046,0.7963734726664914
baseline,31,425,1.0723281892252457e-06,0.005124359857290983,2.6441559072614433,0.9826725721359253,0.0002572903152330083,0.7872279641241177
baseline,31,450,9.609106236788536e-07,0.00526120001450181,2.3719787924021807,0.9829010367393494,0.0002640209171695354,0.6231449719633354
baseline,31,475,1.2015817751737569e-06,0.005210052710026503,2.986257246140221,0.9830381870269775,0.00026170423473879717,0.6155511066137093
baseline,31,500,1.0003590229536178e-06,0.005473912227898836,2.415999818501841,0.9832358360290527,0.00027469598205942763,0.6035344731834563
baseline,31,525,1.0964058966121941e-06,0.006123118568211794,2.7472753181885303,0.9834713935852051,0.00030725234594873406,0.8561593758719701
baseline,31,550,2.039855880036976e-06,0.005728720221668482,5.585577359574124,0.9835401773452759,0.00028847588442575936,0.7278540400131424
baseline,31,575,1.6292817795688232e-06,0.004793508443981409,4.784377691183024,0.983780562877655,0.00024130470979940536,0.8002116673622983
baseline,31,600,7.694493641585592e-06,0.00815364345908165,22.48302628183794,0.9840307235717773,0.0004153766724164342,0.899232663431304
baseline,31,625,1.3281182263702543e-06,0.006104527972638607,3.748066736401833,0.9841486215591431,0.0003065545110375345,0.5403159103760947
baseline,31,650,1.0754442997323773e-06,0.005933812353760004,2.733004583704119,0.9843503832817078,0.0002977660619877326,0.830820896874001
baseline,31,675,1.6961365565357964e-06,0.006225765682756901,4.773780086921121,0.9846364855766296,0.00031298442069438085,0.9311182091838671
baseline,31,700,1.3251912427043734e-06,0.004147680476307869,3.079794557135837,0.9847970008850098,0.0002087092208788639,0.6639248496163581
baseline,31,725,1.647994035159031e-06,0.005492258816957474,4.692300911391182,0.9849175214767456,0.00027626094070379883,0.8313506324167625
baseline,31,750,2.6377772230907024e-06,0.00923413410782814,6.785459855642312,0.9850664138793945,0.0004643444942560299,1.1969851599377923
baseline,31,775,1.35635515623181e-06,0.005667348857969046,3.453133083987548,0.9852506518363953,0.000284723792233918,0.5821852563476934
baseline,31,800,1.075675598465873e-06,0.004102898761630058,2.7343393159758165,0.9853419065475464,0.00020622061659035184,0.6429622002029327
baseline,31,825,2.089049182126636e-06,0.008922393433749676,5.422799485948376,0.9853683710098267,0.0004482087150488443,1.047951602958514
baseline,31,850,1.077831886462049e-06,0.006555709056556225,3.2435034962485703,0.9854692220687866,0.00032886330217657156,0.8662281276738675
baseline,31,875,1.5960388835972448e-06,0.005587998777627945,3.783220804978725,0.9855110049247742,0.00028099598358576056,0.8013718850642506
baseline,31,900,1.3979369424808944e-06,0.006099193822592497,3.4857683816425835,0.9855523109436035,0.00030635762225133964,0.7865686885075611
baseline,31,925,2.6049494881545604e-06,0.007416506763547659,7.248847664758425,0.9855442047119141,0.0003734302993070697,1.2159453272092389
baseline,31,950,1.1515757213179474e-06,0.005674973130226135,2.763814700578703,0.9855983257293701,0.0002849002438741569,0.6516338819058629
baseline,31,975,1.3401340127122639e-06,0.007051277440041304,3.611929911207599,0.9855741262435913,0.00035390402347707574,0.7303810747364442
baseline,31,1000,1.2136045758835946e-06,0.004635173361748457,2.98676219547213,0.9855774641036987,0.00023297228139445558,0.7664200579470719
ode_regularized,7,1,0.006254211585479915,0.8702998161315918,17912.271234356267,0.9883099794387817,895.6633309224405,40.403139869342716
ode_regularized,7,25,0.0005258267762353437,0.5451266169548035,212.26409484047193,0.9808499217033386,10.640986899275044,13.443196622834185
ode_regularized,7,50,0.00022753127495433805,0.13248081505298615,32.62434638600636,0.952019214630127,1.6380688912347894,8.913383295034206
ode_regularized,7,75,0.00013592361362183347,0.04512155428528786,8.418727789750019,0.9553625583648682,0.4233283908153872,6.922104565229429
ode_regularized,7,100,9.841691226017705e-05,0.026570644229650497,3.7663544034324055,0.9680992364883423,0.18974466931864606,5.895911538300167
ode_regularized,7,125,7.600369781434079e-05,0.014944149181246758,2.2823924839783323,0.9797124862670898,0.1149428353907179,5.180064407359641
ode_regularized,7,150,6.0640018782188284e-05,0.009442341513931751,1.6005101937486503,0.9796193838119507,0.08055826677609053,4.623434388779556
ode_regularized,7,175,4.8962955899366934e-05,0.005687319207936525,1.1911954263641573,0.975085437297821,0.05989310023450406,4.149712880121344
ode_regularized,7,200,3.963071620087434e-05,0.0032946723513305187,0.9102972605993507,0.9710370302200317,0.04571922736373494,3.728009615935204
ode_regularized,7,225,3.215025492769286e-05,0.0029347522649914026,0.7085780103860783,0.9696696996688843,0.035607788387481173,3.352059599553695
ode_regularized,7,250,2.618469391241124e-05,0.0025947450194507837,0.5605477673252249,0.968585193157196,0.0281833103111462,3.019092983181196
ode_regularized,7,275,2.1445223696999074e-05,0.002358115976676345,0.4500735028136056,0.9675545692443848,0.02264302616612148,2.7258817054925863
ode_regularized,7,300,1.7686154055924342e-05,0.002368976827710867,0.3664078487203372,0.9666199684143066,0.01845652743291352,2.4688122256669462
ode_regularized,7,325,1.4706569959258334e-05,0.0020271942485123873,0.3022381110640492,0.9655331373214722,0.015227971837042529,2.2443283221697974
ode_regularized,7,350,1.2343899570669352e-05,0.0020630252547562122,0.2524790973659688,0.9646260738372803,0.012739450033517303,2.0490012931825716
ode_regularized,7,375,1.0467943127784996e-05,0.002107462612912059,0.21352854706000898,0.9636877775192261,0.01079226842822903,1.8795910221995014
ode_regularized,7,400,8.975055919657408e-06,0.002454187022522092,0.18278187501354992,0.9627956748008728,0.009270778166454408,1.7330569953203123
ode_regularized,7,425,7.783044230663372e-06,0.0024084325414150953,0.15831169253414618,0.961951732635498,0.008043789302374302,1.6065720710913263
ode_regularized,7,450,6.8272634877657144e-06,0.0022922169882804155,0.13868130418985755,0.9611586928367615,0.007055503320939472,1.497546601034696
ode_regularized,7,475,6.057068149707584e-06,0.002730350475758314,0.12280457487297124,0.9604641795158386,0.0062828033384965684,1.4036599427757683
ode_regularized,7,500,5.432886677069631e-06,0.0021245295647531748,0.10985662724085506,0.9597482681274414,0.005604490726957482,1.3228222074526723
ode_regularized,7,525,4.923946889519597e-06,0.002479726914316416,0.09920184209674816,0.9591588973999023,0.005089002400353132,1.2532004932668084
ode_regularized,7,550,4.5062544521123664e-06,0.0024060860741883516,0.09035909445771405,0.9586372375488281,0.004642765283957616,1.1932064858231364
ode_regularized,7,575,4.161147812245382e-06,0.002571081044152379,0.08295697707528028,0.9581407308578491,0.004280564050873495,1.1414506734769903
ode_regularized,7,600,3.87424528539993e-06,0.002538642380386591,0.07670641388276761,0.9575437307357788,0.003966127061353493,1.0967403950933936
ode_regularized,7,625,3.6337246284367353e-06,0.0031878578010946512,0.07138379869528612,0.9571160078048706,0.0037322165494474754,1.0580640165698039
ode_regularized,7,650,3.430893689993683e-06,0.0019699919503182173,0.06681246703683298,0.9567216634750366,0.0034425538459579366,1.0245038268939588
ode_regularized,7,675,3.258627408226392e-06,0.0018237100448459387,0.06286802933045728,0.9563807249069214,0.0032378455961733876,0.9952978371404895
ode_regularized,7,700,3.1104247083078573e-06,0.0022420422174036503,0.059910792013978906,0.9561263918876648,0.0031107521377326274,0.9705581713184418
ode_regularized,7,725,2.9836439123000485e-06,0.002196013228967786,0.05637399144246759,0.9558402299880981,0.002931483877484069,0.9477070151117184
ode_regularized,7,750,2.873139775129146e-06,0.002663001883774996,0.05375268388957274,0.9556431770324707,0.002823657431352899,0.9279622078560757
ode_regularized,7,775,2.7756535518197544e-06,0.0020679517183452845,0.05131188014689475,0.9554424285888672,0.002671767246813822,0.9106776154959092
ode_regularized,7,800,2.6897262800186537e-06,0.002590069780126214,0.04917798279510417,0.9552826285362244,0.002591092355041538,0.8952713696927892
ode_regularized,7,825,2.61324066479337e-06,0.0021258678752928972,0.047243802280583995,0.9551519751548767,0.0024710967499138297,0.8814769417454988
ode_regularized,7,850,2.544634213354043e-06,0.002017128514125943,0.045514773144140624,0.9550732970237732,0.0023791397200370653,0.8690191563845312
ode_regularized,7,875,2.485864708045939e-06,0.0020350399427115917,0.04890699824115961,0.9551085233688354,0.0025495877739016063,0.8577311179163569
ode_regularized,7,900,2.4265949403530692e-06,0.002532491460442543,0.04322150195154723,0.9550220966339111,0.002290126274270991,0.8474224521408319
ode_regularized,7,925,2.372918461969296e-06,0.0016983922105282545,0.04115977378703327,0.9549483060836792,0.00214528122270562,0.838307144394027
ode_regularized,7,950,2.325020805268437e-06,0.002286428352817893,0.03985436609041337,0.9549821615219116,0.002109364742966832,0.8295708174105002
ode_regularized,7,975,2.280298053194445e-06,0.0030231554992496967,0.03869917846799825,0.9549226760864258,0.002088396993505209,0.8215824964105961
ode_regularized,7,1000,2.2385247489592807e-06,0.0024486668407917023,0.03760671671160076,0.9549449682235718,0.0020050076994581997,0.8140942488526515
ode_regularized,19,1,0.005304435566094716,0.8178296685218811,13400.359715432236,0.9887471199035645,670.0641816906041,37.21270284850849
ode_regularized,19,25,0.0004275718139794162,0.5434898734092712,176.0059134807568,0.9829890131950378,8.827897739149753,12.14035345767291
ode_regularized,19,50,0.00025191920760355585,0.19567090272903442,20.9823980224199,0.9599241614341736,1.0591553658375794,9.473463899680238
ode_regularized,19,75,0.00020448486027783449,0.05140151083469391,5.969993936743518,0.9571819305419922,0.30127425737888686,8.556455088088239
ode_regularized,19,100,0.0001718224485926719,0.02791549079120159,3.219524822486761,0.9652708768844604,0.16254383811249082,7.848958170540451
ode_regularized,19,125,0.00014747827770250372,0.017854586243629456,2.1132084640642024,0.9757652282714844,0.10670063080473563,7.274498009836487
ode_regularized,19,150,0.00012823868464583398,0.011242175474762917,1.496803745456652,0.9835931658744812,0.07553053471957505,6.785917029142833
ode_regularized,19,175,0.00011263087749690806,0.01012955792248249,1.1153901119784304,0.9842747449874878,0.056388614372542556,6.362047296060743
ode_regularized,19,200,9.96175815443611e-05,0.009227645583450794,0.8647308725259735,0.983060359954834,0.04379754350447787,5.985506009941603
ode_regularized,19,225,8.852351054471336e-05,0.007542409934103489,0.6903403566386206,0.9822232127189636,0.034982661850822445,5.6445254254021435
ode_regularized,19,250,7.889040875907012e-05,0.006279926281422377,0.56266666551887,0.9803974032402039,0.028526219992952923,5.330666578630582
ode_regularized,19,275,7.042630536657649e-05,0.004144603852182627,0.4654146030585266,0.9780977964401245,0.02354838665963319,5.038741734370884
ode_regularized,19,300,6.293959845279089e-05,0.003674872685223818,0.3892291558622952,0.9760772585868835,0.01970814103455989,4.765568438750606
ode_regularized,19,325,5.629484609640687e-05,0.003877857467159629,0.3283857420512292,0.9738621711730957,0.01666947482492623,4.509291133925602
ode_regularized,19,350,5.039222265602204e-05,0.004155627451837063,0.27914329722641534,0.973258376121521,0.01421533845365826,4.268655952362527
ode_regularized,19,375,4.514693062793328e-05,0.004124254919588566,0.23889466498962947,0.9726409316062927,0.012196092926088836,4.042714833692602
ode_regularized,19,400,4.0488297218547445e-05,0.0020066776778548956,0.20575487979788062,0.9719229936599731,0.010428566171005323,3.8309044041803015
ode_regularized,19,425,3.6351493301906246e-05,0.0026522288098931313,0.17830953209198735,0.9713010787963867,0.009084439541306314,3.632397094367297
ode_regularized,19,450,3.2681227685150066e-05,0.00219507934525609,0.155467921442969,0.9706746935844421,0.00791583127146198,3.4465243055908203
ode_regularized,19,475,2.9423537320282028e-05,0.0030026515014469624,0.1363849450125223,0.9702773094177246,0.006998803363018745,3.272621710948946
ode_regularized,19,500,2.6531121308049635e-05,0.0027867495082318783,0.12038619992115887,0.9698159694671631,0.006185178601508736,3.110034672250653
ode_regularized,19,525,2.3962466868579436e-05,0.0027772258035838604,0.10693276875154671,0.9693309664726257,0.005509462191714725,2.9579413191073236
ode_regularized,19,550,2.1677391307090588e-05,0.0026712340768426657,0.0955852980964167,0.9689377546310425,0.0049345040087012074,2.8156575549737135
ode_regularized,19,575,1.9643180967201885e-05,0.0025371680967509747,0.08598782069306231,0.9685502052307129,0.0044458926175474835,2.682457577132519
ode_regularized,19,600,1.7828691896112753e-05,0.0021808247547596693,0.07784914136953305,0.9682850241661072,0.0040193270010211325,2.5576358208360044
ode_regularized,19,625,1.6207149488235896e-05,0.0023630375508219004,0.07092080086215234,0.9679834246635437,0.0036803990745025226,2.4404997918965936
ode_regularized,19,650,1.475521197929877e-05,0.0017615003744140267,0.06500351890386144,0.9677680730819702,0.003353006180258647,2.3304076323043423
ode_regularized,19,675,1.3451486542924114e-05,0.002602908294647932,0.05992803381501713,0.9674710035324097,0.0031399985949365607,2.2268137087688182
ode_regularized,19,700,1.22786131227332e-05,0.0020792533177882433,0.05555285378692565,0.9673668146133423,0.002893883968358428,2.129100630838659
ode_regularized,19,725,1.1220740126428768e-05,0.0020912024192512035,0.0517628855588495,0.9672079086303711,0.002703925141941847,2.0368225871371064
ode_regularized,19,750,1.0265097608374267e-05,0.0025907394010573626,0.04846365571113339,0.9670674204826355,0.002562984856128295,1.949474762669639
ode_regularized,19,775,9.40065942014666e-06,0.002369032008573413,0.045569884995571214,0.9669050574302673,0.0024063465096273782,1.8666613363211484
ode_regularized,19,800,8.615085500737393e-06,0.0022348605562001467,0.04301509371713818,0.9668375849723816,0.0022711128006228454,1.7881891635205465
ode_regularized,19,825,7.902356839616363e-06,0.002126285107806325,0.04075217545991688,0.9667835235595703,0.002151825385225776,1.7134828926984043
ode_regularized,19,850,7.254987942027086e-06,0.002271054545417428,0.038724649009803984,0.966694712638855,0.002057040165703098,1.6425366899857623
ode_regularized,19,875,6.665068021513366e-06,0.0018907819176092744,0.03690423211946621,0.9666575193405151,0.0019464157742408623,1.5750147524004228
ode_regularized,19,900,6.12883533534138e-06,0.002500769216567278,0.03526128628748309,0.9666396379470825,0.001894231616358626,1.5107392312862968
ode_regularized,19,925,5.639643259236159e-06,0.002699207980185747,0.0337650946079673,0.9666653871536255,0.0018288547726668886,1.4496617731959902
ode_regularized,19,950,5.194833882185673e-06,0.002499892609193921,0.032406205626537433,0.9666013717651367,0.0017504997514895195,1.3916001783039091
ode_regularized,19,975,4.790737207710692e-06,0.002506897784769535,0.0311509432324784,0.9665828943252563,0.0016876827851597246,1.33634367395618
ode_regularized,19,1000,4.422645182308004e-06,0.002499706344678998,0.029993220041223234,0.9666024446487427,0.0016290689702981858,1.283923342601605
ode_regularized,31,1,0.005759622117798219,0.8453524708747864,17281.791761228975,0.9882544279098511,864.1376153078554,38.4681033131485
ode_regularized,31,25,0.0005308413480634792,0.5229766368865967,205.51567978123174,0.9750819206237793,10.30246366188145,13.596471893795318
ode_regularized,31,50,0.00033992592207147417,0.11235547065734863,29.27155548614529,0.9466171264648438,1.4695354738553357,11.03382762504531
ode_regularized,31,75,0.00028176843797602275,0.047357864677906036,7.92545124422682,0.9493236541748047,0.3989222238832123,10.069890876184163
ode_regularized,31,100,0.0002490132623885285,0.033099640160799026,4.021216634528623,0.9587825536727905,0.2029648269735766,9.477139230369621
ode_regularized,31,125,0.00022303571375872393,0.02378569170832634,2.6600570071726435,0.9693416953086853,0.1344151706810903,8.973804055701686
