variant,seed,epoch,train_prediction_loss,test_prediction_loss,variance_loss,covariance_loss,embedding_std_mean,embedding_std_min,embedding_std_max,embedding_effective_rank
prediction_plus_vc,7,60,0.000310230883769691,0.0003936912107747048,1.206559500133153e-05,1.2796902410627808e-05,0.06008560210466385,0.04869421198964119,0.07580497115850449,1.033416509628296
prediction_plus_vc,7,70,0.000380480894818902,0.0005077586974948645,0.0,1.1812987395387609e-05,0.058968476951122284,0.04924963414669037,0.07364736497402191,1.0333166122436523
prediction_plus_vc,7,80,0.0004787614452652633,0.0006633152370341122,0.0,1.1672959772113245e-05,0.05885300040245056,0.050398461520671844,0.0730108916759491,1.0336494445800781
prediction_plus_vc,7,90,0.0006166698294691741,0.0008601492736488581,0.0,1.2131234143453185e-05,0.059457194060087204,0.05000172555446625,0.07234568148851395,1.0337650775909424
prediction_plus_vc,7,100,0.0007917788461782038,0.0011084222933277488,0.0,1.0621251021802891e-05,0.05750466138124466,0.04997555911540985,0.06882551312446594,1.0342841148376465
prediction_plus_vc,7,110,0.0009471477242186666,0.0013352197129279375,0.0,1.041957875713706e-05,0.0571904294192791,0.04946929216384888,0.06749136000871658,1.0342212915420532
prediction_plus_vc,7,120,0.0010660190600901842,0.0014850696315988898,0.0,1.0708557056204882e-05,0.05755769833922386,0.049894701689481735,0.06758042424917221,1.034462809562683
prediction_plus_vc,7,130,0.0011132885701954365,0.0015144201461225748,0.0,1.1519504369061906e-05,0.05856924504041672,0.04994814097881317,0.06949847936630249,1.0345209836959839
prediction_plus_vc,7,140,0.0009647130500525236,0.0012983584310859442,0.0,1.5290448573068716e-05,0.06285915523767471,0.05356546863913536,0.07493846863508224,1.0338908433914185
prediction_plus_vc,7,150,0.001014124252833426,0.001369045116007328,1.7440568626625463e-05,1.2024501302221324e-05,0.059107355773448944,0.048562511801719666,0.07177160680294037,1.0351113080978394
prediction_plus_vc,7,160,0.0007291524671018124,0.0009323150152340531,0.0,1.4076528714213055e-05,0.06154004856944084,0.05151568725705147,0.07325790822505951,1.0352606773376465
prediction_plus_vc,7,170,0.0005578930722549558,0.0007788037182763219,0.0,1.2939505722897593e-05,0.06017378717660904,0.04960216209292412,0.0716763511300087,1.0364806652069092
prediction_plus_vc,7,180,0.0003259969234932214,0.0004459578194655478,0.0,1.3928592125012074e-05,0.06128895282745361,0.05035748332738876,0.07490198314189911,1.0361684560775757
prediction_plus_vc,17,1,0.015999512746930122,0.013901141472160816,0.03973527252674103,2.309389658672334e-11,0.00196774210780859,0.00026140036061406136,0.004796318709850311,1.5426082611083984
prediction_plus_vc,17,10,0.0034153335727751255,0.002769666723906994,0.026707347482442856,2.3229709711358737e-07,0.0206230990588665,0.0038963451515883207,0.03935718908905983,1.1162972450256348
prediction_plus_vc,17,20,0.000995806884020567,0.0010009839897975326,0.0,0.0004008074465673417,0.13878250122070312,0.07781067490577698,0.2319335788488388,1.0510070323944092
prediction_plus_vc,17,30,0.000374396302504465,0.00036152638494968414,8.107520261546597e-05,2.1236655811662786e-05,0.06751894950866699,0.04700218886137009,0.10916939377784729,1.0618089437484741
prediction_plus_vc,17,40,0.00019545831310097128,0.00020447539282031357,0.0,1.0492031833564397e-05,0.05701831728219986,0.04929732903838158,0.08532947301864624,1.064708948135376
prediction_plus_vc,17,50,0.00020314863650128245,0.00021939178986940533,0.0,1.1875838026753627e-05,0.058820586651563644,0.049787670373916626,0.0826159343123436,1.061070442199707
prediction_plus_vc,17,60,0.00015201314818114042,0.00020231200323905796,0.0,1.088816952687921e-05,0.05752262473106384,0.04906000569462776,0.07935351878404617,1.0619794130325317
prediction_plus_vc,17,70,0.00017278666200581938,0.00023004645481705666,0.0,1.3236621271062177e-05,0.060503821820020676,0.04988517239689827,0.08211762458086014,1.058799147605896
prediction_plus_vc,17,80,0.00019238059758208692,0.0002557725238148123,0.0,1.1977492249570787e-05,0.05901889130473137,0.04923465475440025,0.07954678684473038,1.0590102672576904
prediction_plus_vc,17,90,0.00019187931320630014,0.0002573168312665075,0.0,1.1379465831851121e-05,0.058314379304647446,0.04909554123878479,0.07818715274333954,1.0599365234375
prediction_plus_vc,17,100,0.00016791702364571393,0.00021987830405123532,0.0,1.2518201401690021e-05,0.05974925309419632,0.049877241253852844,0.07836491614580154,1.0584931373596191
prediction_plus_vc,17,110,0.0001401604968123138,0.00018232589354738593,6.951702289370587e-06,1.250761306437198e-05,0.05971118062734604,0.04881950095295906,0.07826672494411469,1.0594253540039062
prediction_plus_vc,17,120,0.00010305077012162656,0.00012785532453563064,0.0,1.2305990821914747e-05,0.05954255908727646,0.051020655781030655,0.07720497250556946,1.0596753358840942
prediction_plus_vc,17,130,7.241400453494862e-05,9.23206825973466e-05,0.0,1.0673461474652868e-05,0.057501327246427536,0.04988418146967888,0.07303518801927567,1.060756802558899
prediction_plus_vc,17,140,4.8577014240436256e-05,5.595900074695237e-05,0.0,9.756597137311473e-06,0.056252621114254,0.049473002552986145,0.06910911202430725,1.0609468221664429
prediction_plus_vc,17,150,2.6247296773362905e-05,3.150970587739721e-05,0.0,1.0991951967298519e-05,0.057937562465667725,0.04913637787103653,0.06880050152540207,1.060600996017456
prediction_plus_vc,17,160,2.0481147657847032e-05,2.5886758521664888e-05,0.0,1.1350005479471292e-05,0.0583718940615654,0.04924842715263367,0.0686807930469513,1.0598928928375244
prediction_plus_vc,17,170,1.755708217388019e-05,2.2394115148927085e-05,0.0,1.1651897693809588e-05,0.05877033993601799,0.05023816600441933,0.06823047995567322,1.0587177276611328
prediction_plus_vc,17,180,1.625228105694987e-05,2.330627648916561e-05,6.67913525376207e-07,1.1592072041821666e-05,0.05873332545161247,0.048973433673381805,0.06561879813671112,1.058945655822754
prediction_plus_vc,27,1,0.011083770543336868,0.009414628148078918,0.039737097918987274,2.4331918424547183e-11,0.0019319055136293173,0.0001273084490094334,0.0049746399745345116,1.407791256904602
prediction_plus_vc,27,10,0.0017110347980633378,0.001735059660859406,0.02398649975657463,4.2041847336804494e-07,0.023834526538848877,0.01065639965236187,0.05202608183026314,1.0709059238433838
prediction_plus_vc,27,20,0.0024788696318864822,0.0029143092688173056,0.0,4.3386087781982496e-05,0.07996998727321625,0.05296701565384865,0.13709482550621033,1.0278165340423584
prediction_plus_vc,27,30,0.0011754531878978014,0.0010431508999317884,0.0,3.735702921403572e-05,0.07832155376672745,0.06490525603294373,0.11633585393428802,1.0257328748703003
prediction_plus_vc,27,40,0.0003904174081981182,0.0003934247943107039,0.0,1.1962169082835317e-05,0.05909750610589981,0.0526350773870945,0.08152526617050171,1.0301367044448853
prediction_plus_vc,27,50,0.00036919626290909946,0.00043105712393298745,1.4399799965758575e-06,9.24088635656517e-06,0.055461134761571884,0.04895453527569771,0.07243646681308746,1.0312186479568481
prediction_plus_vc,27,60,0.0004431792185641825,0.0006175754242576659,0.0,9.828622751228977e-06,0.05637149140238762,0.04956173896789551,0.07044761627912521,1.0310065746307373
prediction_plus_vc,27,70,0.0007246774039231241,0.0010228152386844158,0.0,1.0663347893569153e-05,0.057569533586502075,0.05241640284657478,0.07020600885152817,1.0302616357803345
prediction_plus_vc,27,80,0.0011370487045496702,0.0016200741520151496,0.0,1.2583282114064787e-05,0.06000938639044762,0.05449176952242851,0.07176505029201508,1.0295820236206055
prediction_plus_vc,27,90,0.0017820131033658981,0.002491447376087308,0.0,9.212875738739967e-06,0.05549415946006775,0.049816571176052094,0.06546077877283096,1.031394124031067
prediction_plus_vc,27,100,0.0025509600527584553,0.0036086502950638533,0.0,1.056553992384579e-05,0.057445622980594635,0.051911361515522,0.06673520058393478,1.0306081771850586
prediction_plus_vc,27,110,0.0035567237064242363,0.004996257368475199,5.9107941297043e-07,9.428689736523665e-06,0.055838197469711304,0.048975326120853424,0.06453991681337357,1.0311616659164429
prediction_plus_vc,27,120,0.004610860720276833,0.0063934107311069965,0.0,1.1564856322365813e-05,0.05880453810095787,0.05297434329986572,0.06729106605052948,1.0304250717163086
prediction_plus_vc,27,130,0.0055633545853197575,0.007870186120271683,0.0,1.373503891954897e-05,0.06134993955492973,0.05418038368225098,0.069270059466362,1.030132532119751
prediction_plus_vc,27,140,0.006442113779485226,0.008554522879421711,0.0,1.7241298337467015e-05,0.06494991481304169,0.05757851153612137,0.07563552260398865,1.0298149585723877
prediction_plus_vc,27,150,0.006430638954043388,0.008850238285958767,0.0,2.2123134840512648e-05,0.06909424811601639,0.05900456756353378,0.0791092962026596,1.0297297239303589
prediction_plus_vc,27,160,0.007248322945088148,0.010128299705684185,0.0,1.2302742106840014e-05,0.05961564928293228,0.05007856711745262,0.06964217126369476,1.0342005491256714
prediction_plus_vc,27,170,0.006378573831170797,0.00861589889973402,0.0,1.413688460161211e-05,0.06169974058866501,0.050711728632450104,0.0715528056025505,1.0347849130630493
prediction_plus_vc,27,180,0.0041960421949625015,0.005647446494549513,0.0,2.1954949261271395e-05,0.06885136663913727,0.05505714565515518,0.08004459738731384,1.0339280366897583
