configuration,seed,gradient_step,train_latent_loss,embedding_std_mean,embedding_std_min,embedding_std_max,effective_rank
norm_0_loss_l2_ema_fixed,7,1240,6.687609129585326e-06,0.12601952254772186,0.009055245667696,0.28329119086265564,1.2150964736938477
norm_0_loss_l2_ema_fixed,7,1260,0.00032056300551630557,0.12431805580854416,0.009607053361833096,0.27883386611938477,1.208366870880127
norm_0_loss_l2_ema_fixed,7,1280,4.831435580854304e-05,0.12792041897773743,0.008379570208489895,0.2823309004306793,1.2151448726654053
norm_0_loss_l2_ema_fixed,7,1300,1.0345124792365823e-05,0.13019149005413055,0.008664474822580814,0.2851056456565857,1.2231324911117554
norm_0_loss_l2_ema_fixed,7,1320,6.487594419013476e-06,0.1308337301015854,0.00918601918965578,0.28497788310050964,1.2322075366973877
norm_0_loss_l2_ema_fixed,7,1340,5.95247593082604e-06,0.1312100887298584,0.009726820513606071,0.284609317779541,1.2405542135238647
norm_0_loss_l2_ema_fixed,7,1360,5.644314569508424e-06,0.1316726952791214,0.01024708617478609,0.28456494212150574,1.2477071285247803
norm_0_loss_l2_ema_fixed,7,1380,5.433948899735697e-06,0.13197191059589386,0.010737080127000809,0.2842937707901001,1.2543269395828247
norm_0_loss_l2_ema_fixed,7,1400,5.249673449725378e-06,0.13219167292118073,0.011209842748939991,0.283947616815567,1.2606053352355957
norm_0_loss_l2_ema_fixed,7,1420,5.079779839434195e-06,0.13230733573436737,0.01166560035198927,0.28346866369247437,1.2667218446731567
norm_0_loss_l2_ema_fixed,7,1440,4.916459147352725e-06,0.13233448565006256,0.012100807391107082,0.28288713097572327,1.272718906402588
norm_0_loss_l2_ema_fixed,17,20,0.00029250801890157163,0.007153715938329697,0.0011452193139120936,0.013432295061647892,1.1873079538345337
norm_0_loss_l2_ema_fixed,17,40,4.4367621740093455e-05,0.0038356136064976454,0.0008155493997037411,0.007880180142819881,1.3248558044433594
norm_0_loss_l2_ema_fixed,17,60,1.3383964869717602e-05,0.0036151036620140076,0.0008170430664904416,0.007464516907930374,1.3492642641067505
norm_0_loss_l2_ema_fixed,17,80,8.33827471069526e-06,0.004124531056731939,0.0006184788653627038,0.009086791425943375,1.307892918586731
norm_0_loss_l2_ema_fixed,17,100,7.79531092121033e-06,0.0049710520543158054,0.0010398851009085774,0.011395638808608055,1.2586899995803833
norm_0_loss_l2_ema_fixed,17,120,7.307418400159804e-06,0.006036307662725449,0.00045134517131373286,0.014245602302253246,1.2190195322036743
norm_0_loss_l2_ema_fixed,17,140,7.362619726336561e-06,0.007423883303999901,0.0011140198912471533,0.017755921930074692,1.1890439987182617
norm_0_loss_l2_ema_fixed,17,160,7.736356565146707e-06,0.009237767197191715,0.0007593692280352116,0.022195789963006973,1.1666899919509888
norm_0_loss_l2_ema_fixed,17,180,8.38305368233705e-06,0.01170134637504816,0.0015586910303682089,0.028052804991602898,1.1494855880737305
norm_0_loss_l2_ema_fixed,17,200,9.096685971599072e-06,0.015090840868651867,0.0009985187789425254,0.036131925880908966,1.135066032409668
norm_0_loss_l2_ema_fixed,17,220,9.486921044299379e-06,0.01968720741569996,0.0005109492340125144,0.04735071584582329,1.121911883354187
norm_0_loss_l2_ema_fixed,17,240,2.6367599275545217e-05,0.025544369593262672,0.0016299458220601082,0.06682965904474258,1.1104131937026978
norm_0_loss_l2_ema_fixed,17,260,1.2637371582968626e-05,0.029960619285702705,0.0020454218611121178,0.08218036592006683,1.1056495904922485
norm_0_loss_l2_ema_fixed,17,280,6.811619641666766e-06,0.03647423908114433,0.001902277464978397,0.10448075085878372,1.0968728065490723
norm_0_loss_l2_ema_fixed,17,300,1.2051685189362615e-05,0.04099070653319359,0.003063176991418004,0.11928527057170868,1.0945810079574585
norm_0_loss_l2_ema_fixed,17,320,1.2907740710943472e-05,0.046415749937295914,0.005121343303471804,0.13635212182998657,1.0909712314605713
norm_0_loss_l2_ema_fixed,17,340,5.952903848083224e-06,0.051908016204833984,0.0069063929840922356,0.1534007489681244,1.0887638330459595
norm_0_loss_l2_ema_fixed,17,360,2.1290299628162757e-05,0.05738283321261406,0.006326977629214525,0.17019422352313995,1.0873240232467651
norm_0_loss_l2_ema_fixed,17,380,2.266808587592095e-05,0.06190863624215126,0.005333461333066225,0.18502937257289886,1.0878703594207764
norm_0_loss_l2_ema_fixed,17,400,8.666591384098865e-06,0.06709235161542892,0.005234438460320234,0.20172320306301117,1.0866619348526
norm_0_loss_l2_ema_fixed,17,420,4.755396003019996e-05,0.07073909044265747,0.0029456927441060543,0.21337634325027466,1.0883982181549072
norm_0_loss_l2_ema_fixed,17,440,3.1515417049376993e-06,0.07536569982767105,0.003345231292769313,0.22859326004981995,1.0869191884994507
norm_0_loss_l2_ema_fixed,17,460,0.000182575749931857,0.0750076174736023,0.004696553107351065,0.22822192311286926,1.0885601043701172
norm_0_loss_l2_ema_fixed,17,480,2.2523374354932457e-05,0.08014135807752609,0.003921480383723974,0.24280402064323425,1.0876457691192627
norm_0_loss_l2_ema_fixed,17,500,7.022709269222105e-06,0.0855669155716896,0.0037972740828990936,0.25953438878059387,1.0866450071334839
norm_0_loss_l2_ema_fixed,17,520,0.00010276821558363736,0.09007582813501358,0.003707784228026867,0.27383095026016235,1.0850818157196045
norm_0_loss_l2_ema_fixed,17,540,2.5335304599138908e-05,0.09012625366449356,0.0032880285289138556,0.2736798822879791,1.0883724689483643
norm_0_loss_l2_ema_fixed,17,560,7.556258424301632e-06,0.09377104789018631,0.002832735888659954,0.2844146192073822,1.0887514352798462
norm_0_loss_l2_ema_fixed,17,580,7.2429115789418574e-06,0.09589903801679611,0.0027297153137624264,0.29059985280036926,1.0892716646194458
norm_0_loss_l2_ema_fixed,17,600,1.181841525976779e-05,0.09795814752578735,0.0030777750071138144,0.29625365138053894,1.0911003351211548
norm_0_loss_l2_ema_fixed,17,620,4.857999556406867e-06,0.09969544410705566,0.004096653778105974,0.3009117841720581,1.0919946432113647
norm_0_loss_l2_ema_fixed,17,640,5.772265012637945e-06,0.10214376449584961,0.004346614237874746,0.3074539005756378,1.0927050113677979
norm_0_loss_l2_ema_fixed,17,660,0.00027976688579656184,0.1035446897149086,0.004294324200600386,0.3109867572784424,1.0933302640914917
norm_0_loss_l2_ema_fixed,17,680,3.1004634365672246e-05,0.10631903260946274,0.0057023330591619015,0.3183140754699707,1.0957108736038208
norm_0_loss_l2_ema_fixed,17,700,7.6997766882414e-06,0.1067638173699379,0.0062719532288610935,0.318655788898468,1.0973540544509888
norm_0_loss_l2_ema_fixed,17,720,4.398739747557556e-06,0.10768578201532364,0.0070326728746294975,0.3204062879085541,1.0989524126052856
norm_0_loss_l2_ema_fixed,17,740,6.468981882790104e-05,0.10674426704645157,0.007917813025414944,0.31653642654418945,1.101765513420105
norm_0_loss_l2_ema_fixed,17,760,2.6019401047960855e-05,0.1109476312994957,0.009500307030975819,0.32821109890937805,1.1028857231140137
norm_0_loss_l2_ema_fixed,17,780,4.734004960482707e-06,0.11061664670705795,0.01045658066868782,0.326427161693573,1.1054139137268066
norm_0_loss_l2_ema_fixed,17,800,4.66513756691711e-06,0.11142518371343613,0.011571552604436874,0.32786843180656433,1.1072884798049927
norm_0_loss_l2_ema_fixed,17,820,4.366190296423156e-06,0.11187833547592163,0.012829164043068886,0.3281683325767517,1.1095107793807983
norm_0_loss_l2_ema_fixed,17,840,3.1693267374066636e-05,0.11425242573022842,0.014399941079318523,0.33437076210975647,1.111579418182373
norm_0_loss_l2_ema_fixed,17,860,6.463449153670808e-06,0.11342376470565796,0.015925927087664604,0.3312537968158722,1.1155561208724976
norm_0_loss_l2_ema_fixed,17,880,5.408047854871256e-06,0.1135820671916008,0.016009654849767685,0.33106479048728943,1.118166208267212
norm_0_loss_l2_ema_fixed,17,900,3.923734766431153e-06,0.11417099088430405,0.016642527654767036,0.33193376660346985,1.1206519603729248
norm_0_loss_l2_ema_fixed,17,920,3.658145033114124e-06,0.11447155475616455,0.017441529780626297,0.33192217350006104,1.1235440969467163
norm_0_loss_l2_ema_fixed,17,940,3.7381385027401848e-06,0.11463487148284912,0.018239513039588928,0.3315272033214569,1.126708984375
norm_0_loss_l2_ema_fixed,17,960,1.1531790732988156e-05,0.11657445877790451,0.018727287650108337,0.3366298973560333,1.1298916339874268
norm_0_loss_l2_ema_fixed,17,980,1.4675665624963585e-05,0.11571118235588074,0.017353801056742668,0.3337840437889099,1.1346808671951294
norm_0_loss_l2_ema_fixed,17,1000,4.786316367244581e-06,0.11578705906867981,0.017222963273525238,0.3336017429828644,1.1378740072250366
norm_0_loss_l2_ema_fixed,17,1020,3.527769649736001e-06,0.11606186628341675,0.017191892489790916,0.3337211310863495,1.141324758529663
norm_0_loss_l2_ema_fixed,17,1040,3.3218277621926973e-06,0.1161176934838295,0.017134781926870346,0.33317217230796814,1.1452544927597046
norm_0_loss_l2_ema_fixed,17,1060,3.2525670121685835e-06,0.1162368655204773,0.017096100375056267,0.3328815698623657,1.1493252515792847
norm_0_loss_l2_ema_fixed,17,1080,3.305832069600001e-05,0.11681126803159714,0.01708586886525154,0.33437439799308777,1.1525036096572876
norm_0_loss_l2_ema_fixed,17,1100,3.0117616915958934e-05,0.11711263656616211,0.01631036400794983,0.3344123065471649,1.1559934616088867
norm_0_loss_l2_ema_fixed,17,1120,4.721562618215103e-06,0.11651548743247986,0.015623502433300018,0.33239707350730896,1.1615698337554932
norm_0_loss_l2_ema_fixed,17,1140,3.476673100522021e-06,0.11678961664438248,0.015403741039335728,0.33281099796295166,1.166438102722168
norm_0_loss_l2_ema_fixed,17,1160,3.083019919358776e-06,0.11682514101266861,0.015328696928918362,0.33244699239730835,1.1714109182357788
norm_0_loss_l2_ema_fixed,17,1180,1.3338979442778509e-05,0.11635611206293106,0.015309397131204605,0.3301556706428528,1.177020788192749
norm_0_loss_l2_ema_fixed,17,1200,3.4395725378999487e-05,0.11660183221101761,0.014133954420685768,0.33044788241386414,1.1795976161956787
norm_0_loss_l2_ema_fixed,17,1220,6.666167337243678e-06,0.11767413467168808,0.013748859986662865,0.334354043006897,1.1840925216674805
norm_0_loss_l2_ema_fixed,17,1240,3.5033469885092927e-06,0.11738558858633041,0.013559401035308838,0.33298370242118835,1.190761923789978
norm_0_loss_l2_ema_fixed,17,1260,2.98973986900819e-06,0.11755559593439102,0.013557910919189453,0.3331017792224884,1.1965503692626953
norm_0_loss_l2_ema_fixed,17,1280,3.5270511489216005e-06,0.11761697381734848,0.01358506828546524,0.333016574382782,1.20208740234375
norm_0_loss_l2_ema_fixed,17,1300,3.2991803891491145e-05,0.11663421988487244,0.012813117355108261,0.3293854296207428,1.2055869102478027
norm_0_loss_l2_ema_fixed,17,1320,4.7029589040903375e-06,0.1182422935962677,0.012859701178967953,0.33464980125427246,1.2114375829696655
norm_0_loss_l2_ema_fixed,17,1340,3.1292456696974114e-06,0.118217833340168,0.012740489095449448,0.3341013193130493,1.218924641609192
norm_0_loss_l2_ema_fixed,17,1360,4.969983820046764e-06,0.11823993176221848,0.012824034318327904,0.33401837944984436,1.2249507904052734
norm_0_loss_l2_ema_fixed,17,1380,1.312728909397265e-05,0.11813380569219589,0.012205040082335472,0.33303654193878174,1.2282164096832275
norm_0_loss_l2_ema_fixed,17,1400,3.79171274289547e-06,0.1184808611869812,0.012260053306818008,0.33417221903800964,1.2370223999023438
norm_0_loss_l2_ema_fixed,17,1420,8.508945029461756e-06,0.11875537782907486,0.012364482507109642,0.33494657278060913,1.2433644533157349
norm_0_loss_l2_ema_fixed,17,1440,6.399296125891851e-06,0.11846815794706345,0.012146085500717163,0.33332642912864685,1.2491569519042969
norm_0_loss_l2_ema_fixed,27,20,0.0003918479196727276,0.004592332057654858,0.0004420385812409222,0.014437920413911343,1.1613693237304688
norm_0_loss_l2_ema_fixed,27,40,3.0938412237446755e-05,0.0031775792594999075,0.00020391395082697272,0.010076135396957397,1.222947597503662
norm_0_loss_l2_ema_fixed,27,60,1.6002441043383442e-05,0.003102687420323491,0.00012659224739763886,0.009248973801732063,1.2277541160583496
norm_0_loss_l2_ema_fixed,27,80,9.480117114435416e-06,0.0031813543755561113,0.00024684047093614936,0.008685448206961155,1.2233160734176636
norm_0_loss_l2_ema_fixed,27,100,9.532112017041072e-06,0.0034373740199953318,0.00027728063287213445,0.008494911715388298,1.208869218826294
norm_0_loss_l2_ema_fixed,27,120,9.081070857064333e-06,0.003832947462797165,0.0003424581664148718,0.00912795402109623,1.1895530223846436
norm_0_loss_l2_ema_fixed,27,140,8.657764738018159e-06,0.004492275416851044,0.00016402883920818567,0.010607615113258362,1.1662814617156982
norm_0_loss_l2_ema_fixed,27,160,8.155690920830239e-06,0.005545374006032944,0.0007630006293766201,0.01319795660674572,1.140770673751831
norm_0_loss_l2_ema_fixed,27,180,7.516868208767846e-06,0.00707702711224556,0.0012317630462348461,0.0169475469738245,1.114734411239624
norm_0_loss_l2_ema_fixed,27,200,6.753528396075126e-06,0.009295017458498478,0.0009070283267647028,0.023688791319727898,1.0905264616012573
norm_0_loss_l2_ema_fixed,27,220,5.884749498363817e-06,0.012262310832738876,0.000771526712924242,0.03438820317387581,1.0709353685379028
norm_0_loss_l2_ema_fixed,27,240,4.935342531098286e-06,0.01547201443463564,0.001332017476670444,0.047680724412202835,1.0574328899383545
norm_0_loss_l2_ema_fixed,27,260,3.984181603300385e-06,0.01850411854684353,0.0015570116229355335,0.06193963810801506,1.049078106880188
norm_0_loss_l2_ema_fixed,27,280,2.807768851198489e-06,0.02204708941280842,0.0014500365359708667,0.07863615453243256,1.0442081689834595
norm_0_loss_l2_ema_fixed,27,300,1.6975690186882275e-06,0.02589859999716282,0.00047583330888301134,0.09694904834032059,1.04165780544281
norm_0_loss_l2_ema_fixed,27,320,1.5661796624044655e-06,0.029343685135245323,0.002626447705551982,0.11364531517028809,1.0396450757980347
norm_0_loss_l2_ema_fixed,27,340,2.0360314465506235e-06,0.03268497809767723,0.004077423829585314,0.12944753468036652,1.0384966135025024
norm_0_loss_l2_ema_fixed,27,360,3.8105433759483276e-06,0.036525383591651917,0.0022720908746123314,0.14795395731925964,1.0365653038024902
norm_0_loss_l2_ema_fixed,27,380,6.077657872083364e-06,0.039897821843624115,0.0011359368218109012,0.16436687111854553,1.0354413986206055
norm_0_loss_l2_ema_fixed,27,400,1.0543839380261488e-05,0.04317876324057579,0.00030922447331249714,0.1803116798400879,1.0348410606384277
norm_0_loss_l2_ema_fixed,27,420,7.130781796149677e-06,0.0462319441139698,0.0007358024013228714,0.19392183423042297,1.0350290536880493
norm_0_loss_l2_ema_fixed,27,440,2.363564135521301e-06,0.0487055666744709,0.0017712253611534834,0.20513734221458435,1.0352927446365356
norm_0_loss_l2_ema_fixed,27,460,1.2483771570259705e-05,0.05121377110481262,0.000358569755917415,0.21626877784729004,1.0361145734786987
norm_0_loss_l2_ema_fixed,27,480,2.1330835807020776e-05,0.05407716706395149,0.0004154107882641256,0.22827309370040894,1.0369499921798706
norm_0_loss_l2_ema_fixed,27,500,1.6266945749521255e-05,0.05684171989560127,0.001758854603394866,0.2386104315519333,1.0375198125839233
norm_0_loss_l2_ema_fixed,27,520,1.921949296956882e-05,0.06003722548484802,0.002470178296789527,0.24939964711666107,1.0384397506713867
norm_0_loss_l2_ema_fixed,27,540,2.9088200790283736e-06,0.06348655372858047,0.0033289731945842505,0.2608908414840698,1.0386974811553955
norm_0_loss_l2_ema_fixed,27,560,6.077002763049677e-05,0.06529390811920166,0.0038985852152109146,0.2655506134033203,1.04081392288208
norm_0_loss_l2_ema_fixed,27,580,9.567831511958502e-06,0.06729955226182938,0.003960224334150553,0.27201950550079346,1.040575623512268
norm_0_loss_l2_ema_fixed,27,600,3.1052229587658076e-06,0.0699051097035408,0.005020839627832174,0.27952325344085693,1.0417134761810303
norm_0_loss_l2_ema_fixed,27,620,2.7400647013564594e-06,0.0721559152007103,0.005977310240268707,0.28544485569000244,1.0424084663391113
norm_0_loss_l2_ema_fixed,27,640,4.938689926348161e-06,0.07351212948560715,0.006792083382606506,0.2878207862377167,1.043337345123291
norm_0_loss_l2_ema_fixed,27,660,1.280344895349117e-05,0.07319506257772446,0.0060875569470226765,0.28551045060157776,1.0443565845489502
norm_0_loss_l2_ema_fixed,27,680,2.66594315689872e-06,0.07629608362913132,0.006863197311758995,0.2955732047557831,1.0451732873916626
norm_0_loss_l2_ema_fixed,27,700,2.6643053843145026e-06,0.07821580022573471,0.00753762386739254,0.30064791440963745,1.04576575756073
norm_0_loss_l2_ema_fixed,27,720,2.427692379569635e-06,0.07930359989404678,0.00726075004786253,0.30257993936538696,1.046459674835205
norm_0_loss_l2_ema_fixed,27,740,2.3103964394977083e-06,0.08031243830919266,0.005614165216684341,0.3043466806411743,1.0470783710479736
norm_0_loss_l2_ema_fixed,27,760,0.00012229991261847317,0.08241505175828934,0.004038169980049133,0.31086432933807373,1.0464129447937012
norm_0_loss_l2_ema_fixed,27,780,1.6898829926503822e-05,0.08228959888219833,0.004878944717347622,0.309263676404953,1.0487970113754272
norm_0_loss_l2_ema_fixed,27,800,4.100118985661538e-06,0.08279285579919815,0.0041226777248084545,0.309663861989975,1.0496912002563477
norm_0_loss_l2_ema_fixed,27,820,2.0678014607256046e-06,0.08356057852506638,0.0029566066805273294,0.31094643473625183,1.0503029823303223
norm_0_loss_l2_ema_fixed,27,840,1.9951676222262904e-06,0.08407752960920334,0.0019536809995770454,0.31129905581474304,1.0509953498840332
norm_0_loss_l2_ema_fixed,27,860,1.86857039352617e-06,0.08463933318853378,0.0015101608587428927,0.3118458092212677,1.0516120195388794
norm_0_loss_l2_ema_fixed,27,880,1.8427422219247092e-06,0.08521745353937149,0.0019366091582924128,0.31241998076438904,1.0521893501281738
norm_0_loss_l2_ema_fixed,27,900,4.265679308446124e-05,0.085877425968647,0.0018218611367046833,0.3142523765563965,1.0534530878067017
norm_0_loss_l2_ema_fixed,27,920,6.7631981437443756e-06,0.08640655130147934,0.001718165003694594,0.31565988063812256,1.0545234680175781
norm_0_loss_l2_ema_fixed,27,940,2.3551256163045764e-06,0.08673655241727829,0.0019554365426301956,0.3155658543109894,1.0553083419799805
norm_0_loss_l2_ema_fixed,27,960,1.6971169998214464e-06,0.08723348379135132,0.0024284112732857466,0.3159736394882202,1.0560691356658936
norm_0_loss_l2_ema_fixed,27,980,1.5761514760015416e-06,0.08759532123804092,0.0030096524860709906,0.3158937394618988,1.0568362474441528
norm_0_loss_l2_ema_fixed,27,1000,1.497466428190819e-06,0.08792515844106674,0.0036138633731752634,0.31574955582618713,1.0575600862503052
norm_0_loss_l2_ema_fixed,27,1020,1.4275841522248811e-06,0.0882364884018898,0.0042016031220555305,0.3155888020992279,1.0582658052444458
norm_0_loss_l2_ema_fixed,27,1040,1.3616891010315157e-06,0.08850765228271484,0.004756915848702192,0.3153245151042938,1.058973789215088
norm_0_loss_l2_ema_fixed,27,1060,1.3034886023888248e-06,0.08876242488622665,0.004726007580757141,0.3150446116924286,1.0596786737442017
norm_0_loss_l2_ema_fixed,27,1080,0.00017226625641342252,0.08862266689538956,0.004367342684417963,0.31447237730026245,1.0593993663787842
norm_0_loss_l2_ema_fixed,27,1100,1.542731411063869e-06,0.0896257534623146,0.0035182612482458353,0.3177221417427063,1.0627795457839966
