objective,cost,tracking_term,terminal_error_rad_s,mean_control,max_control,control_rate_rms,max_omega_rad_s,effort_weight,rate_weight,constraint_weight
tracking_only,1.772744575952975,0.722397302119064,21.740659447801022,0.8574776109381762,1.0474665148022735,0.19863113142538796,408.259340552199,0.0,0.0,0.0
tracking_plus_effort,1.8081816356048384,0.722397302119064,21.740659447801022,0.8574776109381762,1.0474665148022735,0.19863113142538796,408.259340552199,0.1,0.0,0.0
tracking_effort_smooth_constraints,1.933537631400418,0.7493820290334274,21.459620369608388,0.8656866399757461,1.04141452069314,0.14770987249933568,408.5403796303916,0.1,0.5,5.0
