variant,epochs,endpoint_probe_rmse_rad_s,train_prediction_loss,test_prediction_loss,embedding_std_mean,embedding_effective_rank
prediction_only,180,27.89946937561035,1.5767394870636053e-05,1.9736104150069878e-05,0.009202199056744576,1.3118220567703247
prediction_only,720,23.554712295532227,0.00013213824422564358,0.0002430021995678544,0.08763711154460907,1.221495509147644
prediction_only,1440,18.84153175354004,6.0889619817317e-06,5.434090326161822e-06,0.12164285033941269,1.437914490699768
prediction_plus_vc,180,26.110031127929688,0.0003259969234932214,0.0004459578194655478,0.06128895282745361,1.0361684560775757
prediction_plus_vc,720,24.63467025756836,5.494412107509561e-05,4.567137511912733e-05,0.057437919080257416,1.031768798828125
prediction_plus_vc,1440,23.419254302978516,4.545751289697364e-05,3.2676965929567814e-05,0.05568349361419678,1.0287076234817505
