epsilon,sequence_index,method,horizon_steps,horizon_error_rad_s
0.1,12,rk4_oracle,10,0.0
0.1,12,rk4_oracle,50,0.0
0.1,12,rk4_oracle,100,0.0
0.1,12,rk4_oracle,200,0.0
0.1,12,nominal_physics,10,79.14859856894225
0.1,12,nominal_physics,50,238.96896192911694
0.1,12,nominal_physics,100,277.41438489156394
0.1,12,nominal_physics,200,234.86716788012558
0.1,12,calibrated_physics,10,3.396473857719684e-08
0.1,12,calibrated_physics,50,0.00011658337450626277
0.1,12,calibrated_physics,100,0.0012232904461484395
0.1,12,calibrated_physics,200,0.00896527202468178
0.1,13,rk4_oracle,10,0.0
0.1,13,rk4_oracle,50,0.0
0.1,13,rk4_oracle,100,0.0
0.1,13,rk4_oracle,200,0.0
0.1,13,nominal_physics,10,72.81600819770341
0.1,13,nominal_physics,50,221.17716814524687
0.1,13,nominal_physics,100,259.1622947988905
0.1,13,nominal_physics,200,224.36846316209812
0.1,13,calibrated_physics,10,1.866101229097694e-08
0.1,13,calibrated_physics,50,7.111539071047446e-05
0.1,13,calibrated_physics,100,0.0007553059389806549
0.1,13,calibrated_physics,200,0.005664148712298811
0.1,14,rk4_oracle,10,0.0
0.1,14,rk4_oracle,50,0.0
0.1,14,rk4_oracle,100,0.0
0.1,14,rk4_oracle,200,0.0
0.1,14,nominal_physics,10,68.5248640761306
0.1,14,nominal_physics,50,204.28112797899826
0.1,14,nominal_physics,100,232.54391632452507
0.1,14,nominal_physics,200,187.8498798447725
0.1,14,calibrated_physics,10,4.809419351659017e-08
0.1,14,calibrated_physics,50,0.00013564434721047292
0.1,14,calibrated_physics,100,0.0013871553989019958
0.1,14,calibrated_physics,200,0.009685658005906816
0.1,15,rk4_oracle,10,0.0
0.1,15,rk4_oracle,50,0.0
0.1,15,rk4_oracle,100,0.0
0.1,15,rk4_oracle,200,0.0
0.1,15,nominal_physics,10,79.02456188826903
0.1,15,nominal_physics,50,237.833175708231
0.1,15,nominal_physics,100,274.7363286051931
0.1,15,nominal_physics,200,229.86325808591673
0.1,15,calibrated_physics,10,4.112280294066295e-08
0.1,15,calibrated_physics,50,0.0001339746791018115
0.1,15,calibrated_physics,100,0.0013967418490210548
0.1,15,calibrated_physics,200,0.010112584100994582
0.1,16,rk4_oracle,10,0.0
0.1,16,rk4_oracle,50,0.0
0.1,16,rk4_oracle,100,0.0
0.1,16,rk4_oracle,200,0.0
0.1,16,nominal_physics,10,81.13558920272118
0.1,16,nominal_physics,50,242.63054249379067
0.1,16,nominal_physics,100,277.5299312328601
0.1,16,nominal_physics,200,226.79077412945554
0.1,16,calibrated_physics,10,5.578715445153648e-08
0.1,16,calibrated_physics,50,0.00016460086050074096
0.1,16,calibrated_physics,100,0.0016938472647325398
0.1,16,calibrated_physics,200,0.011966877701610201
0.1,17,rk4_oracle,10,0.0
0.1,17,rk4_oracle,50,0.0
0.1,17,rk4_oracle,100,0.0
0.1,17,rk4_oracle,200,0.0
0.1,17,nominal_physics,10,79.87440763649727
0.1,17,nominal_physics,50,241.53355578666083
0.1,17,nominal_physics,100,281.06163626068303
0.1,17,nominal_physics,200,239.31693886317242
0.1,17,calibrated_physics,10,3.250158897571964e-08
0.1,17,calibrated_physics,50,0.00011453574848019343
0.1,17,calibrated_physics,100,0.0012056056224309941
0.1,17,calibrated_physics,200,0.00888861176855471
0.1,18,rk4_oracle,10,0.0
0.1,18,rk4_oracle,50,0.0
0.1,18,rk4_oracle,100,0.0
0.1,18,rk4_oracle,200,0.0
0.1,18,nominal_physics,10,81.16722869947142
0.1,18,nominal_physics,50,246.02054765767937
0.1,18,nominal_physics,100,287.32839986466007
0.1,18,nominal_physics,200,246.81425568867726
0.1,18,calibrated_physics,10,2.444704705339973e-08
0.1,18,calibrated_physics,50,8.962053084360377e-05
0.1,18,calibrated_physics,100,0.000947681669913436
0.1,18,calibrated_physics,200,0.007047922304423082
0.1,19,rk4_oracle,10,0.0
0.1,19,rk4_oracle,50,0.0
0.1,19,rk4_oracle,100,0.0
0.1,19,rk4_oracle,200,0.0
0.1,19,nominal_physics,10,82.87590618833138
0.1,19,nominal_physics,50,248.10891605263086
0.1,19,nominal_physics,100,284.2805956153764
0.1,19,nominal_physics,200,233.2598744731248
0.1,19,calibrated_physics,10,5.429347993413103e-08
0.1,19,calibrated_physics,50,0.00016283489901525172
0.1,19,calibrated_physics,100,0.0016793966694308438
0.1,19,calibrated_physics,200,0.011914358312225204
0.1,20,rk4_oracle,10,0.0
0.1,20,rk4_oracle,50,0.0
0.1,20,rk4_oracle,100,0.0
0.1,20,rk4_oracle,200,0.0
0.1,20,nominal_physics,10,81.27109807054217
0.1,20,nominal_physics,50,244.7526271207825
0.1,20,nominal_physics,100,283.0126839327165
0.1,20,nominal_physics,200,237.36023461618507
0.1,20,calibrated_physics,10,4.069579517818056e-08
0.1,20,calibrated_physics,50,0.00013392766379638488
0.1,20,calibrated_physics,100,0.0013980266915609718
0.1,20,calibrated_physics,200,0.010146182064602272
0.1,21,rk4_oracle,10,0.0
0.1,21,rk4_oracle,50,0.0
0.1,21,rk4_oracle,100,0.0
0.1,21,rk4_oracle,200,0.0
0.1,21,nominal_physics,10,83.98306217920799
0.1,21,nominal_physics,50,255.7128401300389
0.1,21,nominal_physics,100,300.7487004008064
0.1,21,nominal_physics,200,262.70508108053855
0.1,21,calibrated_physics,10,2.1965774976706598e-08
0.1,21,calibrated_physics,50,8.755238303592705e-05
0.1,21,calibrated_physics,100,0.0009344495933873986
0.1,21,calibrated_physics,200,0.0070731768536234085
0.1,22,rk4_oracle,10,0.0
0.1,22,rk4_oracle,50,0.0
0.1,22,rk4_oracle,100,0.0
0.1,22,rk4_oracle,200,0.0
0.1,22,nominal_physics,10,76.40003440486606
0.1,22,nominal_physics,50,227.7111462554207
0.1,22,nominal_physics,100,259.13371323494374
0.1,22,nominal_physics,200,209.17193704139717
0.1,22,calibrated_physics,10,5.9437127220007824e-08
0.1,22,calibrated_physics,50,0.0001671393792435083
0.1,22,calibrated_physics,100,0.001708499440212563
0.1,22,calibrated_physics,200,0.01191980025180328
0.1,23,rk4_oracle,10,0.0
0.1,23,rk4_oracle,50,0.0
0.1,23,rk4_oracle,100,0.0
0.1,23,rk4_oracle,200,0.0
0.1,23,nominal_physics,10,65.56760793225499
0.1,23,nominal_physics,50,196.03141656843607
0.1,23,nominal_physics,100,224.14917926482093
0.1,23,nominal_physics,200,183.0101086547943
0.1,23,calibrated_physics,10,3.8888231301825726e-08
0.1,23,calibrated_physics,50,0.00011442108353776348
0.1,23,calibrated_physics,100,0.001177008118474987
0.1,23,calibrated_physics,200,0.008309353028806754
0.1,24,rk4_oracle,10,0.0
0.1,24,rk4_oracle,50,0.0
0.1,24,rk4_oracle,100,0.0
0.1,24,rk4_oracle,200,0.0
0.1,24,nominal_physics,10,64.9725315342829
0.1,24,nominal_physics,50,194.0586562301575
0.1,24,nominal_physics,100,221.55368470234941
0.1,24,nominal_physics,200,180.23227715761112
0.1,24,calibrated_physics,10,3.873145715260762e-08
0.1,24,calibrated_physics,50,0.00011225317433627424
0.1,24,calibrated_physics,100,0.001152322998393629
0.1,24,calibrated_physics,200,0.008103561521693337
0.1,25,rk4_oracle,10,0.0
0.1,25,rk4_oracle,50,0.0
0.1,25,rk4_oracle,100,0.0
0.1,25,rk4_oracle,200,0.0
0.1,25,nominal_physics,10,75.07561094525306
0.1,25,nominal_physics,50,227.19968143022453
0.1,25,nominal_physics,100,264.70440345920514
0.1,25,nominal_physics,200,226.063290790411
0.1,25,calibrated_physics,10,2.3081327071849955e-08
0.1,25,calibrated_physics,50,8.231639384348455e-05
0.1,25,calibrated_physics,100,0.0008676835437881891
0.1,25,calibrated_physics,200,0.006414224591026141
0.1,26,rk4_oracle,10,0.0
0.1,26,rk4_oracle,50,0.0
0.1,26,rk4_oracle,100,0.0
0.1,26,rk4_oracle,200,0.0
0.1,26,nominal_physics,10,68.52443954084578
0.1,26,nominal_physics,50,209.84915667506723
0.1,26,nominal_physics,100,249.0167296588737
0.1,26,nominal_physics,200,222.20175441439804
0.1,26,calibrated_physics,10,1.0197652500210097e-08
0.1,26,calibrated_physics,50,4.5628787631812884e-05
0.1,26,calibrated_physics,100,0.0004927534460534844
0.1,26,calibrated_physics,200,0.003814276138797368
0.1,27,rk4_oracle,10,0.0
0.1,27,rk4_oracle,50,0.0
0.1,27,rk4_oracle,100,0.0
0.1,27,rk4_oracle,200,0.0
0.1,27,nominal_physics,10,70.14550560969474
0.1,27,nominal_physics,50,213.47194900484348
0.1,27,nominal_physics,100,250.87131376289688
0.1,27,nominal_physics,200,218.72341406721984
0.1,27,calibrated_physics,10,1.595816456756438e-08
0.1,27,calibrated_physics,50,6.303403120000439e-05
0.1,27,calibrated_physics,100,0.0006720978803969047
0.1,27,calibrated_physics,200,0.005077747327362658
0.1,28,rk4_oracle,10,0.0
0.1,28,rk4_oracle,50,0.0
0.1,28,rk4_oracle,100,0.0
0.1,28,rk4_oracle,200,0.0
0.1,28,nominal_physics,10,77.43541381662817
0.1,28,nominal_physics,50,238.00607588791414
0.1,28,nominal_physics,100,284.03364770076024
0.1,28,nominal_physics,200,256.9117055090313
0.1,28,calibrated_physics,10,9.45283318287693e-09
0.1,28,calibrated_physics,50,4.572356147036771e-05
0.1,28,calibrated_physics,100,0.0004974153859507169
0.1,28,calibrated_physics,200,0.003904792830894621
0.1,29,rk4_oracle,10,0.0
0.1,29,rk4_oracle,50,0.0
0.1,29,rk4_oracle,100,0.0
0.1,29,rk4_oracle,200,0.0
0.1,29,nominal_physics,10,69.08134277691994
0.1,29,nominal_physics,50,209.0257086993264
0.1,29,nominal_physics,100,243.46918020506138
0.1,29,nominal_physics,200,207.80008303632985
0.1,29,calibrated_physics,10,2.0490404040174326e-08
0.1,29,calibrated_physics,50,7.29051823213922e-05
0.1,29,calibrated_physics,100,0.000768260430902501
0.1,29,calibrated_physics,200,0.005676155333162569
0.2,0,rk4_oracle,10,0.0
0.2,0,rk4_oracle,50,0.0
0.2,0,rk4_oracle,100,0.0
0.2,0,rk4_oracle,200,0.0
0.2,0,nominal_physics,10,66.4184530603248
0.2,0,nominal_physics,50,201.42091508143926
0.2,0,nominal_physics,100,235.42819636026815
0.2,0,nominal_physics,200,202.6146996577517
0.2,0,calibrated_physics,10,3.997115527454298e-08
0.2,0,calibrated_physics,50,0.00014788730572945497
0.2,0,calibrated_physics,100,0.0015654914197966718
0.2,0,calibrated_physics,200,0.011666502808054702
0.2,1,rk4_oracle,10,0.0
0.2,1,rk4_oracle,50,0.0
0.2,1,rk4_oracle,100,0.0
0.2,1,rk4_oracle,200,0.0
0.2,1,nominal_physics,10,80.29506472744833
0.2,1,nominal_physics,50,242.36219509488382
0.2,1,nominal_physics,100,281.233575344429
0.2,1,nominal_physics,200,237.86545743900828
0.2,1,calibrated_physics,10,7.951763336677686e-08
0.2,1,calibrated_physics,50,0.0002712836991918266
0.2,1,calibrated_physics,100,0.0028444860570289165
0.2,1,calibrated_physics,200,0.02081905197402989
0.2,2,rk4_oracle,10,0.0
0.2,2,rk4_oracle,50,0.0
0.2,2,rk4_oracle,100,0.0
0.2,2,rk4_oracle,200,0.0
0.2,2,nominal_physics,10,83.1385263989713
0.2,2,nominal_physics,50,254.31157466083067
0.2,2,nominal_physics,100,301.24524931773533
0.2,2,nominal_physics,200,267.682927224295
0.2,2,calibrated_physics,10,3.574439233489102e-08
0.2,2,calibrated_physics,50,0.00015582023615934304
0.2,2,calibrated_physics,100,0.0016785032117923038
0.2,2,calibrated_physics,200,0.01293098280484628
0.2,3,rk4_oracle,10,0.0
0.2,3,rk4_oracle,50,0.0
0.2,3,rk4_oracle,100,0.0
0.2,3,rk4_oracle,200,0.0
0.2,3,nominal_physics,10,69.23314386065704
0.2,3,nominal_physics,50,207.49495869987837
0.2,3,nominal_physics,100,238.15236923732544
0.2,3,nominal_physics,200,196.2187928020525
0.2,3,calibrated_physics,10,8.10127858130727e-08
0.2,3,calibrated_physics,50,0.00024680055804537915
0.2,3,calibrated_physics,100,0.0025507502051027586
0.2,3,calibrated_physics,200,0.01816850442151008
0.2,4,rk4_oracle,10,0.0
0.2,4,rk4_oracle,50,0.0
0.2,4,rk4_oracle,100,0.0
0.2,4,rk4_oracle,200,0.0
0.2,4,nominal_physics,10,78.86589332127585
0.2,4,nominal_physics,50,241.28182781686087
0.2,4,nominal_physics,100,285.8845452438375
0.2,4,nominal_physics,200,254.19403220885476
0.2,4,calibrated_physics,10,2.9642365007021e-08
0.2,4,calibrated_physics,50,0.00012960975459463953
0.2,4,calibrated_physics,100,0.00139657366554502
0.2,4,calibrated_physics,200,0.010765019463121916
0.2,5,rk4_oracle,10,0.0
0.2,5,rk4_oracle,50,0.0
0.2,5,rk4_oracle,100,0.0
0.2,5,rk4_oracle,200,0.0
0.2,5,nominal_physics,10,82.52627514450654
0.2,5,nominal_physics,50,252.37712965189618
0.2,5,nominal_physics,100,298.84153289977354
0.2,5,nominal_physics,200,265.31204810300824
0.2,5,calibrated_physics,10,3.3852586511784466e-08
0.2,5,calibrated_physics,50,0.00014677910149885065
0.2,5,calibrated_physics,100,0.0015802636634703049
0.2,5,calibrated_physics,200,0.0121616703401628
0.2,6,rk4_oracle,10,0.0
0.2,6,rk4_oracle,50,0.0
0.2,6,rk4_oracle,100,0.0
0.2,6,rk4_oracle,200,0.0
0.2,6,nominal_physics,10,80.98178363741738
0.2,6,nominal_physics,50,247.58819003106385
0.2,6,nominal_physics,100,293.04953456893566
0.2,6,nominal_physics,200,259.90748518875637
0.2,6,calibrated_physics,10,3.558363914635265e-08
0.2,6,calibrated_physics,50,0.00015354585787008546
0.2,6,calibrated_physics,100,0.0016523229296012687
0.2,6,calibrated_physics,200,0.0127046279131946
0.2,7,rk4_oracle,10,0.0
0.2,7,rk4_oracle,50,0.0
0.2,7,rk4_oracle,100,0.0
0.2,7,rk4_oracle,200,0.0
0.2,7,nominal_physics,10,66.24061386231159
0.2,7,nominal_physics,50,202.79364282335365
0.2,7,nominal_physics,100,240.53266661457212
0.2,7,nominal_physics,200,214.39838515202845
0.2,7,calibrated_physics,10,2.1354026102926582e-08
0.2,7,calibrated_physics,50,9.478795635686765e-05
0.2,7,calibrated_physics,100,0.0010228790023347756
0.2,7,calibrated_physics,200,0.007906865089665871
0.2,8,rk4_oracle,10,0.0
0.2,8,rk4_oracle,50,0.0
0.2,8,rk4_oracle,100,0.0
0.2,8,rk4_oracle,200,0.0
0.2,8,nominal_physics,10,79.39413957674202
0.2,8,nominal_physics,50,241.96475727503787
0.2,8,nominal_physics,100,284.98906522489415
0.2,8,nominal_physics,200,249.80060708179826
0.2,8,calibrated_physics,10,4.3114084746775916e-08
0.2,8,calibrated_physics,50,0.0001747723334233342
0.2,8,calibrated_physics,100,0.0018687060145907708
0.2,8,calibrated_physics,200,0.014193714158352577
0.2,9,rk4_oracle,10,0.0
0.2,9,rk4_oracle,50,0.0
0.2,9,rk4_oracle,100,0.0
0.2,9,rk4_oracle,200,0.0
0.2,9,nominal_physics,10,79.5650016774174
0.2,9,nominal_physics,50,238.2296679500134
0.2,9,nominal_physics,100,273.0193573638972
0.2,9,nominal_physics,200,224.13336024334944
0.2,9,calibrated_physics,10,1.2119301118218573e-07
0.2,9,calibrated_physics,50,0.0003639960489749683
0.2,9,calibrated_physics,100,0.003754869588647125
0.2,9,calibrated_physics,200,0.026650384629846258
0.2,10,rk4_oracle,10,0.0
0.2,10,rk4_oracle,50,0.0
0.2,10,rk4_oracle,100,0.0
0.2,10,rk4_oracle,200,0.0
0.2,10,nominal_physics,10,80.81471937634126
0.2,10,nominal_physics,50,247.46761948381817
0.2,10,nominal_physics,100,293.62402162709793
0.2,10,nominal_physics,200,261.947743887109
0.2,10,calibrated_physics,10,3.0500416414724896e-08
0.2,10,calibrated_physics,50,0.0001359235301379158
0.2,10,calibrated_physics,100,0.001467336643941053
0.2,10,calibrated_physics,200,0.011350783393993424
0.2,11,rk4_oracle,10,0.0
0.2,11,rk4_oracle,50,0.0
0.2,11,rk4_oracle,100,0.0
0.2,11,rk4_oracle,200,0.0
0.2,11,nominal_physics,10,70.84831556606463
0.2,11,nominal_physics,50,217.55398355939178
0.2,11,nominal_physics,100,259.24689360963976
0.2,11,nominal_physics,200,233.6764404501131
0.2,11,calibrated_physics,10,1.899638846225571e-08
0.2,11,calibrated_physics,50,8.988559523004369e-05
0.2,11,calibrated_physics,100,0.0009758797893368865
0.2,11,calibrated_physics,200,0.007631539197575421
0.2,12,rk4_oracle,10,0.0
0.2,12,rk4_oracle,50,0.0
0.2,12,rk4_oracle,100,0.0
0.2,12,rk4_oracle,200,0.0
0.2,12,nominal_physics,10,67.13264857384337
0.2,12,nominal_physics,50,203.09078432298952
0.2,12,nominal_physics,100,236.48700423671832
0.2,12,nominal_physics,200,201.69833739645898
0.2,12,calibrated_physics,10,4.691895583164296e-08
0.2,12,calibrated_physics,50,0.00016632107195846402
0.2,12,calibrated_physics,100,0.0017519210719001421
0.2,12,calibrated_physics,200,0.012933789378308802
0.2,13,rk4_oracle,10,0.0
0.2,13,rk4_oracle,50,0.0
0.2,13,rk4_oracle,100,0.0
0.2,13,rk4_oracle,200,0.0
0.2,13,nominal_physics,10,82.80201376143515
0.2,13,nominal_physics,50,248.12075468951798
0.2,13,nominal_physics,100,284.7077185743418
0.2,13,nominal_physics,200,234.42815802432293
0.2,13,calibrated_physics,10,1.2227854995217058e-07
0.2,13,calibrated_physics,50,0.0003716166184517533
0.2,13,calibrated_physics,100,0.003839560083292781
0.2,13,calibrated_physics,200,0.027332798766849464
0.2,14,rk4_oracle,10,0.0
0.2,14,rk4_oracle,50,0.0
0.2,14,rk4_oracle,100,0.0
0.2,14,rk4_oracle,200,0.0
0.2,14,nominal_physics,10,74.01586962888433
0.2,14,nominal_physics,50,224.90071548099652
0.2,14,nominal_physics,100,263.66861715353986
0.2,14,nominal_physics,200,228.56563926489056
0.2,14,calibrated_physics,10,4.614560111804167e-08
0.2,14,calibrated_physics,50,0.00017691055234081432
0.2,14,calibrated_physics,100,0.0018802118733560746
0.2,14,calibrated_physics,200,0.01411852422637594
0.2,15,rk4_oracle,10,0.0
0.2,15,rk4_oracle,50,0.0
0.2,15,rk4_oracle,100,0.0
0.2,15,rk4_oracle,200,0.0
0.2,15,nominal_physics,10,70.68181467011436
0.2,15,nominal_physics,50,215.12799814523362
0.2,15,nominal_physics,100,252.86407991583508
0.2,15,nominal_physics,200,220.57076997536697
0.2,15,calibrated_physics,10,3.2581965569988824e-08
0.2,15,calibrated_physics,50,0.00012869931850900684
0.2,15,calibrated_physics,100,0.001372267368140001
0.2,15,calibrated_physics,200,0.010368013181704328
0.2,16,rk4_oracle,10,0.0
0.2,16,rk4_oracle,50,0.0
0.2,16,rk4_oracle,100,0.0
0.2,16,rk4_oracle,200,0.0
0.2,16,nominal_physics,10,84.54299110797581
0.2,16,nominal_physics,50,255.83021298124314
0.2,16,nominal_physics,100,298.0260010501946
0.2,16,nominal_physics,200,254.4537308565889
0.2,16,calibrated_physics,10,6.73755380375951e-08
0.2,16,calibrated_physics,50,0.00023969772797727273
0.2,16,calibrated_physics,100,0.0025259219594317983
0.2,16,calibrated_physics,200,0.018663439740350896
0.2,17,rk4_oracle,10,0.0
0.2,17,rk4_oracle,50,0.0
0.2,17,rk4_oracle,100,0.0
0.2,17,rk4_oracle,200,0.0
0.2,17,nominal_physics,10,82.10772691610282
0.2,17,nominal_physics,50,250.95694641177383
0.2,17,nominal_physics,100,296.9029237807471
0.2,17,nominal_physics,200,263.04548879146085
0.2,17,calibrated_physics,10,3.501702394714812e-08
0.2,17,calibrated_physics,50,0.0001501358374866868
0.2,17,calibrated_physics,100,0.0016145807955467717
0.2,17,calibrated_physics,200,0.012399074118320641
0.2,18,rk4_oracle,10,0.0
0.2,18,rk4_oracle,50,0.0
0.2,18,rk4_oracle,100,0.0
0.2,18,rk4_oracle,200,0.0
0.2,18,nominal_physics,10,70.29710800715799
0.2,18,nominal_physics,50,211.33827027723123
0.2,18,nominal_physics,100,243.7256272068408
0.2,18,nominal_physics,200,203.11716364106871
0.2,18,calibrated_physics,10,7.509277111239498e-08
0.2,18,calibrated_physics,50,0.00024015501429630604
0.2,18,calibrated_physics,100,0.0024978546074976293
0.2,18,calibrated_physics,200,0.01800550375929788
0.2,19,rk4_oracle,10,0.0
0.2,19,rk4_oracle,50,0.0
0.2,19,rk4_oracle,100,0.0
0.2,19,rk4_oracle,200,0.0
0.2,19,nominal_physics,10,68.66153737328676
0.2,19,nominal_physics,50,207.69141620410653
0.2,19,nominal_physics,100,241.801761375713
0.2,19,nominal_physics,200,206.15295515953125
0.2,19,calibrated_physics,10,4.498014050113852e-08
0.2,19,calibrated_physics,50,0.0001589879524317439
0.2,19,calibrated_physics,100,0.0016741034266942734
0.2,19,calibrated_physics,200,0.012351213388711813
0.2,20,rk4_oracle,10,0.0
0.2,20,rk4_oracle,50,0.0
0.2,20,rk4_oracle,100,0.0
0.2,20,rk4_oracle,200,0.0
0.2,20,nominal_physics,10,81.41889307984394
0.2,20,nominal_physics,50,247.95543719295983
0.2,20,nominal_physics,100,291.71794892145317
0.2,20,nominal_physics,200,255.01748997153297
0.2,20,calibrated_physics,10,4.5572051021736115e-08
0.2,20,calibrated_physics,50,0.0001821130628627543
0.2,20,calibrated_physics,100,0.0019442466033865458
0.2,20,calibrated_physics,200,0.014724961730109953
0.2,21,rk4_oracle,10,0.0
0.2,21,rk4_oracle,50,0.0
0.2,21,rk4_oracle,100,0.0
0.2,21,rk4_oracle,200,0.0
0.2,21,nominal_physics,10,77.09678025123594
0.2,21,nominal_physics,50,231.89572995103939
0.2,21,nominal_physics,100,267.6377510093549
0.2,21,nominal_physics,200,223.44889581069305
0.2,21,calibrated_physics,10,9.271303724744939e-08
0.2,21,calibrated_physics,50,0.0002989172405705176
0.2,21,calibrated_physics,100,0.0031122767526881034
0.2,21,calibrated_physics,200,0.022478736151725798
0.2,22,rk4_oracle,10,0.0
0.2,22,rk4_oracle,50,0.0
0.2,22,rk4_oracle,100,0.0
0.2,22,rk4_oracle,200,0.0
0.2,22,nominal_physics,10,70.51878056014044
0.2,22,nominal_physics,50,214.00483221059488
0.2,22,nominal_physics,100,250.40752233048983
0.2,22,nominal_physics,200,216.06895736726818
0.2,22,calibrated_physics,10,4.160182243140298e-08
0.2,22,calibrated_physics,50,0.00015578156120454878
0.2,22,calibrated_physics,100,0.0016513052067921308
0.2,22,calibrated_physics,200,0.01233785959141187
0.2,23,rk4_oracle,10,0.0
0.2,23,rk4_oracle,50,0.0
0.2,23,rk4_oracle,100,0.0
0.2,23,rk4_oracle,200,0.0
0.2,23,nominal_physics,10,75.95526369556757
0.2,23,nominal_physics,50,230.82448953301937
0.2,23,nominal_physics,100,270.6724378145
0.2,23,nominal_physics,200,234.77314716504992
0.2,23,calibrated_physics,10,4.043454282509629e-08
0.2,23,calibrated_physics,50,0.00015518911601475338
0.2,23,calibrated_physics,100,0.0016495331691430692
0.2,23,calibrated_physics,200,0.012388802317502723
0.2,24,rk4_oracle,10,0.0
0.2,24,rk4_oracle,50,0.0
0.2,24,rk4_oracle,100,0.0
0.2,24,rk4_oracle,200,0.0
0.2,24,nominal_physics,10,76.79960151832006
0.2,24,nominal_physics,50,231.7300180948495
0.2,24,nominal_physics,100,268.74997094323294
0.2,24,nominal_physics,200,227.01026832472127
0.2,24,calibrated_physics,10,7.423545866913628e-08
0.2,24,calibrated_physics,50,0.0002518181289019594
0.2,24,calibrated_physics,100,0.002638540878592721
0.2,24,calibrated_physics,200,0.019286199057546582
0.2,25,rk4_oracle,10,0.0
0.2,25,rk4_oracle,50,0.0
0.2,25,rk4_oracle,100,0.0
0.2,25,rk4_oracle,200,0.0
0.2,25,nominal_physics,10,68.59272906415686
0.2,25,nominal_physics,50,209.65971116388596
0.2,25,nominal_physics,100,248.06352519830412
0.2,25,nominal_physics,200,219.81304191378103
0.2,25,calibrated_physics,10,2.441407787046046e-08
0.2,25,calibrated_physics,50,0.00010484363770046912
0.2,25,calibrated_physics,100,0.001127666252216386
0.2,25,calibrated_physics,200,0.008662182849661804
0.2,26,rk4_oracle,10,0.0
0.2,26,rk4_oracle,50,0.0
0.2,26,rk4_oracle,100,0.0
0.2,26,rk4_oracle,200,0.0
0.2,26,nominal_physics,10,64.51209112784062
0.2,26,nominal_physics,50,192.6687394049747
0.2,26,nominal_physics,100,219.9421881056079
0.2,26,nominal_physics,200,178.8763912340424
0.2,26,calibrated_physics,10,8.772087767283665e-08
0.2,26,calibrated_physics,50,0.00025374236957986795
0.2,26,calibrated_physics,100,0.0026041063727006986
0.2,26,calibrated_physics,200,0.018304941091543014
0.2,27,rk4_oracle,10,0.0
0.2,27,rk4_oracle,50,0.0
0.2,27,rk4_oracle,100,0.0
0.2,27,rk4_oracle,200,0.0
0.2,27,nominal_physics,10,68.46620426693863
0.2,27,nominal_physics,50,208.76373446615526
0.2,27,nominal_physics,100,246.07263224110795
0.2,27,nominal_physics,200,216.08299696140304
0.2,27,calibrated_physics,10,3.070749698963482e-08
0.2,27,calibrated_physics,50,0.00012571401538252758
0.2,27,calibrated_physics,100,0.0013455625247047465
0.2,27,calibrated_physics,200,0.010240375479725117
0.2,28,rk4_oracle,10,0.0
0.2,28,rk4_oracle,50,0.0
0.2,28,rk4_oracle,100,0.0
0.2,28,rk4_oracle,200,0.0
0.2,28,nominal_physics,10,85.94485329034887
0.2,28,nominal_physics,50,262.8407017926287
0.2,28,nominal_physics,100,311.248350409163
0.2,28,nominal_physics,200,276.36335765899986
0.2,28,calibrated_physics,10,3.6487904253590386e-08
0.2,28,calibrated_physics,50,0.0001583100037123586
0.2,28,calibrated_physics,100,0.0017045067451704199
0.2,28,calibrated_physics,200,0.01311930685602647
0.2,29,rk4_oracle,10,0.0
0.2,29,rk4_oracle,50,0.0
0.2,29,rk4_oracle,100,0.0
0.2,29,rk4_oracle,200,0.0
0.2,29,nominal_physics,10,80.49497384423739
0.2,29,nominal_physics,50,244.0650749498635
0.2,29,nominal_physics,100,285.1940452580434
0.2,29,nominal_physics,200,245.2913219947899
0.2,29,calibrated_physics,10,5.529909685719758e-08
0.2,29,calibrated_physics,50,0.00020374646459231371
0.2,29,calibrated_physics,100,0.002155778444034695
0.2,29,calibrated_physics,200,0.016051159703579287
0.5,0,rk4_oracle,10,0.0
0.5,0,rk4_oracle,50,0.0
0.5,0,rk4_oracle,100,0.0
0.5,0,rk4_oracle,200,0.0
0.5,0,nominal_physics,10,70.52589759078495
0.5,0,nominal_physics,50,213.87366097022814
0.5,0,nominal_physics,100,249.98645526217055
0.5,0,nominal_physics,200,215.18455727113798
0.5,0,calibrated_physics,10,1.5948990039760247e-07
0.5,0,calibrated_physics,50,0.000586093731328674
0.5,0,calibrated_physics,100,0.006199786147760733
0.5,0,calibrated_physics,200,0.04614566664366748
0.5,1,rk4_oracle,10,0.0
0.5,1,rk4_oracle,50,0.0
0.5,1,rk4_oracle,100,0.0
0.5,1,rk4_oracle,200,0.0
0.5,1,nominal_physics,10,72.2485630007356
0.5,1,nominal_physics,50,218.58793771924712
0.5,1,nominal_physics,100,254.5772929157202
0.5,1,nominal_physics,200,217.2440721176631
0.5,1,calibrated_physics,10,2.3487666567234555e-07
0.5,1,calibrated_physics,50,0.0008288674544587593
0.5,1,calibrated_physics,100,0.008726911693315742
0.5,1,calibrated_physics,200,0.06438469870491303
0.5,2,rk4_oracle,10,0.0
0.5,2,rk4_oracle,50,0.0
0.5,2,rk4_oracle,100,0.0
0.5,2,rk4_oracle,200,0.0
0.5,2,nominal_physics,10,72.30136277652417
0.5,2,nominal_physics,50,218.01818592551675
0.5,2,nominal_physics,100,252.6088841617941
