epsilon,sequence_index,method,horizon_steps,horizon_error_rad_s
0.02,21,calibrated_physics,100,0.00012286531165273118
0.02,21,calibrated_physics,200,0.0009072870659281307
0.02,22,rk4_oracle,10,0.0
0.02,22,rk4_oracle,50,0.0
0.02,22,rk4_oracle,100,0.0
0.02,22,rk4_oracle,200,0.0
0.02,22,nominal_physics,10,68.52030968249142
0.02,22,nominal_physics,50,208.64430572193237
0.02,22,nominal_physics,100,245.41315063294238
0.02,22,nominal_physics,200,214.41577294893128
0.02,22,calibrated_physics,10,2.5571580408723094e-09
0.02,22,calibrated_physics,50,1.0221416403055628e-05
0.02,22,calibrated_physics,100,0.00010911207868957717
0.02,22,calibrated_physics,200,0.0008261599068930536
0.02,23,rk4_oracle,10,0.0
0.02,23,rk4_oracle,50,0.0
0.02,23,rk4_oracle,100,0.0
0.02,23,rk4_oracle,200,0.0
0.02,23,nominal_physics,10,70.12532972116367
0.02,23,nominal_physics,50,214.4298677803377
0.02,23,nominal_physics,100,253.86154300256638
0.02,23,nominal_physics,200,225.26677137496722
0.02,23,calibrated_physics,10,2.1438495423353743e-09
0.02,23,calibrated_physics,50,9.302564421886927e-06
0.02,23,calibrated_physics,100,0.00010015927324502627
0.02,23,calibrated_physics,200,0.0007708717781156338
0.02,24,rk4_oracle,10,0.0
0.02,24,rk4_oracle,50,0.0
0.02,24,rk4_oracle,100,0.0
0.02,24,rk4_oracle,200,0.0
0.02,24,nominal_physics,10,70.02006075847561
0.02,24,nominal_physics,50,214.0272816881972
0.02,24,nominal_physics,100,253.23741509432153
0.02,24,nominal_physics,200,224.40160230112008
0.02,24,calibrated_physics,10,2.1478854250744916e-09
0.02,24,calibrated_physics,50,9.249746881323517e-06
0.02,24,calibrated_physics,100,9.95121387177278e-05
0.02,24,calibrated_physics,200,0.0007647396820971153
0.02,25,rk4_oracle,10,0.0
0.02,25,rk4_oracle,50,0.0
0.02,25,rk4_oracle,100,0.0
0.02,25,rk4_oracle,200,0.0
0.02,25,nominal_physics,10,79.19078605081569
0.02,25,nominal_physics,50,243.21138029183325
0.02,25,nominal_physics,100,289.8934337934864
0.02,25,nominal_physics,200,261.4476899168416
0.02,25,calibrated_physics,10,1.952685124706477e-09
0.02,25,calibrated_physics,50,9.2817134031975e-06
0.02,25,calibrated_physics,100,0.00010082154460633319
0.02,25,calibrated_physics,200,0.0007891772002039943
0.02,26,rk4_oracle,10,0.0
0.02,26,rk4_oracle,50,0.0
0.02,26,rk4_oracle,100,0.0
0.02,26,rk4_oracle,200,0.0
0.02,26,nominal_physics,10,68.31161961921606
0.02,26,nominal_physics,50,205.7016993957055
0.02,26,nominal_physics,100,237.81658320584438
0.02,26,nominal_physics,200,199.37376396055956
0.02,26,calibrated_physics,10,5.074753062217496e-09
0.02,26,calibrated_physics,50,1.667524350068561e-05
0.02,26,calibrated_physics,100,0.0001740345319944936
0.02,26,calibrated_physics,200,0.0012625755796307203
0.02,27,rk4_oracle,10,0.0
0.02,27,rk4_oracle,50,0.0
0.02,27,rk4_oracle,100,0.0
0.02,27,rk4_oracle,200,0.0
0.02,27,nominal_physics,10,64.69085474229962
0.02,27,nominal_physics,50,193.58122442173593
0.02,27,nominal_physics,100,221.6482651459524
0.02,27,nominal_physics,200,181.5541499180241
0.02,27,calibrated_physics,10,6.676998509647092e-09
0.02,27,calibrated_physics,50,1.991596093375847e-05
0.02,27,calibrated_physics,100,0.00020525272054783272
0.02,27,calibrated_physics,200,0.0014541090824593539
0.02,28,rk4_oracle,10,0.0
0.02,28,rk4_oracle,50,0.0
0.02,28,rk4_oracle,100,0.0
0.02,28,rk4_oracle,200,0.0
0.02,28,nominal_physics,10,70.46329889091584
0.02,28,nominal_physics,50,214.91387237798835
0.02,28,nominal_physics,100,253.43223745087096
0.02,28,nominal_physics,200,222.77801887688454
0.02,28,calibrated_physics,10,2.363321982556954e-09
0.02,28,calibrated_physics,50,9.743049815824634e-06
0.02,28,calibrated_physics,100,0.00010434988678298396
0.02,28,calibrated_physics,200,0.0007950877115376898
0.02,29,rk4_oracle,10,0.0
0.02,29,rk4_oracle,50,0.0
0.02,29,rk4_oracle,100,0.0
0.02,29,rk4_oracle,200,0.0
0.02,29,nominal_physics,10,66.85652152963092
0.02,29,nominal_physics,50,203.44455274983062
0.02,29,nominal_physics,100,239.0517346606915
0.02,29,nominal_physics,200,208.33427499660294
0.02,29,calibrated_physics,10,2.8934437068528496e-09
0.02,29,calibrated_physics,50,1.1427361755522725e-05
0.02,29,calibrated_physics,100,0.0001218436914882659
0.02,29,calibrated_physics,200,0.0009205217907322094
0.05,0,rk4_oracle,10,0.0
0.05,0,rk4_oracle,50,0.0
0.05,0,rk4_oracle,100,0.0
0.05,0,rk4_oracle,200,0.0
0.05,0,nominal_physics,10,81.4222584871398
0.05,0,nominal_physics,50,244.08248665857522
0.05,0,nominal_physics,100,280.2404449205946
0.05,0,nominal_physics,200,231.06565120214628
0.05,0,calibrated_physics,10,2.4716086954867933e-08
0.05,0,calibrated_physics,50,7.57118222054487e-05
0.05,0,calibrated_physics,100,0.000783065025018459
0.05,0,calibrated_physics,200,0.005584943145265697
0.05,1,rk4_oracle,10,0.0
0.05,1,rk4_oracle,50,0.0
0.05,1,rk4_oracle,100,0.0
0.05,1,rk4_oracle,200,0.0
0.05,1,nominal_physics,10,81.28715741539315
0.05,1,nominal_physics,50,243.33303269493925
0.05,1,nominal_physics,100,278.77269929057223
0.05,1,nominal_physics,200,228.66646936857296
0.05,1,calibrated_physics,10,2.4993596525746398e-08
0.05,1,calibrated_physics,50,7.49157142081458e-05
0.05,1,calibrated_physics,100,0.0007725693877205231
0.05,1,calibrated_physics,200,0.005479871849132678
0.05,2,rk4_oracle,10,0.0
0.05,2,rk4_oracle,50,0.0
0.05,2,rk4_oracle,100,0.0
0.05,2,rk4_oracle,200,0.0
0.05,2,nominal_physics,10,81.33093535651102
0.05,2,nominal_physics,50,246.19204781814162
0.05,2,nominal_physics,100,286.9426738795127
0.05,2,nominal_physics,200,245.27852152934875
0.05,2,calibrated_physics,10,1.2691941719822353e-08
0.05,2,calibrated_physics,50,4.5480384926577244e-05
0.05,2,calibrated_physics,100,0.0004796730517000469
0.05,2,calibrated_physics,200,0.0035496864600190747
0.05,3,rk4_oracle,10,0.0
0.05,3,rk4_oracle,50,0.0
0.05,3,rk4_oracle,100,0.0
0.05,3,rk4_oracle,200,0.0
0.05,3,nominal_physics,10,68.33690372352106
0.05,3,nominal_physics,50,205.49720208301065
0.05,3,nominal_physics,100,237.07992677782187
0.05,3,nominal_physics,200,197.75325769914963
0.05,3,calibrated_physics,10,1.4515308066620491e-08
0.05,3,calibrated_physics,50,4.666992873580966e-05
0.05,3,calibrated_physics,100,0.00048574197143125275
0.05,3,calibrated_physics,200,0.003505713635149732
0.05,4,rk4_oracle,10,0.0
0.05,4,rk4_oracle,50,0.0
0.05,4,rk4_oracle,100,0.0
0.05,4,rk4_oracle,200,0.0
0.05,4,nominal_physics,10,72.91842595575133
0.05,4,nominal_physics,50,221.82905371638063
0.05,4,nominal_physics,100,260.5458749834307
0.05,4,nominal_physics,200,226.86062506662728
0.05,4,calibrated_physics,10,7.377252586593386e-09
0.05,4,calibrated_physics,50,2.8920333875248616e-05
0.05,4,calibrated_physics,100,0.0003081039055814472
0.05,4,calibrated_physics,200,0.0023240202213798966
0.05,5,rk4_oracle,10,0.0
0.05,5,rk4_oracle,50,0.0
0.05,5,rk4_oracle,100,0.0
0.05,5,rk4_oracle,200,0.0
0.05,5,nominal_physics,10,77.04938550888926
0.05,5,nominal_physics,50,234.34574318774276
0.05,5,nominal_physics,100,275.15238217765295
0.05,5,nominal_physics,200,239.36611840649573
0.05,5,calibrated_physics,10,9.991481420001946e-09
0.05,5,calibrated_physics,50,3.9073888842722226e-05
0.05,5,calibrated_physics,100,0.0004161726440656821
0.05,5,calibrated_physics,200,0.0031377162529224734
0.05,6,rk4_oracle,10,0.0
0.05,6,rk4_oracle,50,0.0
0.05,6,rk4_oracle,100,0.0
0.05,6,rk4_oracle,200,0.0
0.05,6,nominal_physics,10,79.08715806255225
0.05,6,nominal_physics,50,240.60755429667552
0.05,6,nominal_physics,100,282.6233464885785
0.05,6,nominal_physics,200,246.12479942258108
0.05,6,calibrated_physics,10,9.03571617527632e-09
0.05,6,calibrated_physics,50,3.54636381985074e-05
0.05,6,calibrated_physics,100,0.0003778690593776446
0.05,6,calibrated_physics,200,0.0028510600664617414
0.05,7,rk4_oracle,10,0.0
0.05,7,rk4_oracle,50,0.0
0.05,7,rk4_oracle,100,0.0
0.05,7,rk4_oracle,200,0.0
0.05,7,nominal_physics,10,77.1086369377893
0.05,7,nominal_physics,50,235.71085406240198
0.05,7,nominal_physics,100,278.9247050885164
0.05,7,nominal_physics,200,247.23670657066214
0.05,7,calibrated_physics,10,6.275740815908648e-09
0.05,7,calibrated_physics,50,2.7026900397686404e-05
0.05,7,calibrated_physics,100,0.00029077720341774693
0.05,7,calibrated_physics,200,0.0022347783585132674
0.05,8,rk4_oracle,10,0.0
0.05,8,rk4_oracle,50,0.0
0.05,8,rk4_oracle,100,0.0
0.05,8,rk4_oracle,200,0.0
0.05,8,nominal_physics,10,68.11064468678308
0.05,8,nominal_physics,50,207.7401252908314
0.05,8,nominal_physics,100,244.97601522503956
0.05,8,nominal_physics,200,215.35046100360964
0.05,8,calibrated_physics,10,5.844299266755115e-09
0.05,8,calibrated_physics,50,2.407959544825644e-05
0.05,8,calibrated_physics,100,0.0002579034552923076
0.05,8,calibrated_physics,200,0.00196518188306527
0.05,9,rk4_oracle,10,0.0
0.05,9,rk4_oracle,50,0.0
0.05,9,rk4_oracle,100,0.0
0.05,9,rk4_oracle,200,0.0
0.05,9,nominal_physics,10,78.2324626880237
0.05,9,nominal_physics,50,239.32189544432686
0.05,9,nominal_physics,100,283.51960772334854
0.05,9,nominal_physics,200,251.99194523655802
0.05,9,calibrated_physics,10,6.280743036768399e-09
0.05,9,calibrated_physics,50,2.7457943247100047e-05
0.05,9,calibrated_physics,100,0.0002958612282100148
0.05,9,calibrated_physics,200,0.002280413547680382
0.05,10,rk4_oracle,10,0.0
0.05,10,rk4_oracle,50,0.0
0.05,10,rk4_oracle,100,0.0
0.05,10,rk4_oracle,200,0.0
0.05,10,nominal_physics,10,68.10435070762293
0.05,10,nominal_physics,50,207.0889231882752
0.05,10,nominal_physics,100,243.05863982748974
0.05,10,nominal_physics,200,211.262218700076
0.05,10,calibrated_physics,10,7.427559012285201e-09
0.05,10,calibrated_physics,50,2.890091388962901e-05
0.05,10,calibrated_physics,100,0.00030765017635303593
0.05,10,calibrated_physics,200,0.002317063431206634
0.05,11,rk4_oracle,10,0.0
0.05,11,rk4_oracle,50,0.0
0.05,11,rk4_oracle,100,0.0
0.05,11,rk4_oracle,200,0.0
0.05,11,nominal_physics,10,74.11646265225465
0.05,11,nominal_physics,50,226.1528723761504
0.05,11,nominal_physics,100,266.8630337853188
0.05,11,nominal_physics,200,234.96075887090825
0.05,11,calibrated_physics,10,6.410004971257877e-09
0.05,11,calibrated_physics,50,2.6625094221799372e-05
0.05,11,calibrated_physics,100,0.0002853941629155088
0.05,11,calibrated_physics,200,0.002177959957407438
0.05,12,rk4_oracle,10,0.0
0.05,12,rk4_oracle,50,0.0
0.05,12,rk4_oracle,100,0.0
0.05,12,rk4_oracle,200,0.0
0.05,12,nominal_physics,10,77.5289865233749
0.05,12,nominal_physics,50,232.25049927076492
0.05,12,nominal_physics,100,266.3718383421874
0.05,12,nominal_physics,200,219.07494281153356
0.05,12,calibrated_physics,10,2.2410802102967864e-08
0.05,12,calibrated_physics,50,6.791467632183412e-05
0.05,12,calibrated_physics,100,0.0007014088168375565
0.05,12,calibrated_physics,200,0.004988994356949661
0.05,13,rk4_oracle,10,0.0
0.05,13,rk4_oracle,50,0.0
0.05,13,rk4_oracle,100,0.0
0.05,13,rk4_oracle,200,0.0
0.05,13,nominal_physics,10,73.6080695863235
0.05,13,nominal_physics,50,221.47102583048527
0.05,13,nominal_physics,100,255.72601780744168
0.05,13,nominal_physics,200,213.73425212883063
0.05,13,calibrated_physics,10,1.7359297999064438e-08
0.05,13,calibrated_physics,50,5.6345573852922826e-05
0.05,13,calibrated_physics,100,0.0005871500279113206
0.05,13,calibrated_physics,200,0.004247202343094614
0.05,14,rk4_oracle,10,0.0
0.05,14,rk4_oracle,50,0.0
0.05,14,rk4_oracle,100,0.0
0.05,14,rk4_oracle,200,0.0
0.05,14,nominal_physics,10,65.92772832903296
0.05,14,nominal_physics,50,199.01102157002103
0.05,14,nominal_physics,100,230.95593419885387
0.05,14,nominal_physics,200,195.39456045589867
0.05,14,calibrated_physics,10,1.0242445114272414e-08
0.05,14,calibrated_physics,50,3.502591130200017e-05
0.05,14,calibrated_physics,100,0.00036734755150291676
0.05,14,calibrated_physics,200,0.002689772323321904
0.05,15,rk4_oracle,10,0.0
0.05,15,rk4_oracle,50,0.0
0.05,15,rk4_oracle,100,0.0
0.05,15,rk4_oracle,200,0.0
0.05,15,nominal_physics,10,67.00293979583995
0.05,15,nominal_physics,50,203.0025836768616
0.05,15,nominal_physics,100,236.93293137192836
0.05,15,nominal_physics,200,203.20654141939175
0.05,15,calibrated_physics,10,8.06835487310309e-09
0.05,15,calibrated_physics,50,2.9363045598529425e-05
0.05,15,calibrated_physics,100,0.0003102411140503136
0.05,15,calibrated_physics,200,0.002303646295786166
0.05,16,rk4_oracle,10,0.0
0.05,16,rk4_oracle,50,0.0
0.05,16,rk4_oracle,100,0.0
0.05,16,rk4_oracle,200,0.0
0.05,16,nominal_physics,10,76.18542957279993
0.05,16,nominal_physics,50,232.02916187858264
0.05,16,nominal_physics,100,273.00055750855955
0.05,16,nominal_physics,200,238.69047876022972
0.05,16,calibrated_physics,10,8.072277069004485e-09
0.05,16,calibrated_physics,50,3.233462382468133e-05
0.05,16,calibrated_physics,100,0.0003452924859743689
0.05,16,calibrated_physics,200,0.002616255968121095
0.05,17,rk4_oracle,10,0.0
0.05,17,rk4_oracle,50,0.0
0.05,17,rk4_oracle,100,0.0
0.05,17,rk4_oracle,200,0.0
0.05,17,nominal_physics,10,71.62690644790973
0.05,17,nominal_physics,50,219.0623899254836
0.05,17,nominal_physics,100,259.42100409828157
0.05,17,nominal_physics,200,230.35873579736514
0.05,17,calibrated_physics,10,5.840831818204606e-09
0.05,17,calibrated_physics,50,2.545476132809199e-05
0.05,17,calibrated_physics,100,0.0002741719799814746
0.05,17,calibrated_physics,200,0.002111700467310129
0.05,18,rk4_oracle,10,0.0
0.05,18,rk4_oracle,50,0.0
0.05,18,rk4_oracle,100,0.0
0.05,18,rk4_oracle,200,0.0
0.05,18,nominal_physics,10,69.62351910893545
0.05,18,nominal_physics,50,211.25536922727053
0.05,18,nominal_physics,100,247.12642335058084
0.05,18,nominal_physics,200,213.08554157426505
0.05,18,calibrated_physics,10,9.920881893776823e-09
0.05,18,calibrated_physics,50,3.7168467827086715e-05
0.05,18,calibrated_physics,100,0.0003940003117577362
0.05,18,calibrated_physics,200,0.002943842482011405
0.05,19,rk4_oracle,10,0.0
0.05,19,rk4_oracle,50,0.0
0.05,19,rk4_oracle,100,0.0
0.05,19,rk4_oracle,200,0.0
0.05,19,nominal_physics,10,69.2516649855931
0.05,19,nominal_physics,50,210.66197821514677
0.05,19,nominal_physics,100,247.40705379784995
0.05,19,nominal_physics,200,215.370969854205
0.05,19,calibrated_physics,10,6.8920371631975286e-09
0.05,19,calibrated_physics,50,2.700277889289282e-05
0.05,19,calibrated_physics,100,0.00028765037740186017
0.05,19,calibrated_physics,200,0.002169384274395725
0.05,20,rk4_oracle,10,0.0
0.05,20,rk4_oracle,50,0.0
0.05,20,rk4_oracle,100,0.0
0.05,20,rk4_oracle,200,0.0
0.05,20,nominal_physics,10,79.94952045505187
0.05,20,nominal_physics,50,241.91804196229097
0.05,20,nominal_physics,100,281.7948191769123
0.05,20,nominal_physics,200,240.53766297548842
0.05,20,calibrated_physics,10,1.258973725271062e-08
0.05,20,calibrated_physics,50,4.482554942342176e-05
0.05,20,calibrated_physics,100,0.00047240246880164705
0.05,20,calibrated_physics,200,0.0034907835992044056
0.05,21,rk4_oracle,10,0.0
0.05,21,rk4_oracle,50,0.0
0.05,21,rk4_oracle,100,0.0
0.05,21,rk4_oracle,200,0.0
0.05,21,nominal_physics,10,77.62779531276198
0.05,21,nominal_physics,50,233.59265665203722
0.05,21,nominal_physics,100,269.77364798666645
0.05,21,nominal_physics,200,225.5898750725625
0.05,21,calibrated_physics,10,1.7190245671372395e-08
0.05,21,calibrated_physics,50,5.584914788414608e-05
0.05,21,calibrated_physics,100,0.0005820358713890528
0.05,21,calibrated_physics,200,0.004211009928610565
0.05,22,rk4_oracle,10,0.0
0.05,22,rk4_oracle,50,0.0
0.05,22,rk4_oracle,100,0.0
0.05,22,rk4_oracle,200,0.0
0.05,22,nominal_physics,10,71.54325531466378
0.05,22,nominal_physics,50,214.7348373292948
0.05,22,nominal_physics,100,247.02024962500724
0.05,22,nominal_physics,200,204.62235978826715
0.05,22,calibrated_physics,10,1.6994761153910076e-08
0.05,22,calibrated_physics,50,5.3040154284644814e-05
0.05,22,calibrated_physics,100,0.0005499238355923808
0.05,22,calibrated_physics,200,0.003940258601403457
0.05,23,rk4_oracle,10,0.0
0.05,23,rk4_oracle,50,0.0
0.05,23,rk4_oracle,100,0.0
0.05,23,rk4_oracle,200,0.0
0.05,23,nominal_physics,10,78.41172204019784
0.05,23,nominal_physics,50,235.0208624845344
0.05,23,nominal_physics,100,269.7717199001761
0.05,23,nominal_physics,200,222.30818653651426
0.05,23,calibrated_physics,10,2.2707695279677864e-08
0.05,23,calibrated_physics,50,6.938377299547938e-05
0.05,23,calibrated_physics,100,0.0007173737212724518
0.05,23,calibrated_physics,200,0.005113170235603093
0.05,24,rk4_oracle,10,0.0
0.05,24,rk4_oracle,50,0.0
0.05,24,rk4_oracle,100,0.0
0.05,24,rk4_oracle,200,0.0
0.05,24,nominal_physics,10,73.20560921212387
0.05,24,nominal_physics,50,222.13690423216912
0.05,24,nominal_physics,100,259.8809550573744
0.05,24,nominal_physics,200,224.1469816999906
0.05,24,calibrated_physics,10,9.768200470716693e-09
0.05,24,calibrated_physics,50,3.6580197217972454e-05
0.05,24,calibrated_physics,100,0.00038775158793669107
0.05,24,calibrated_physics,200,0.002896969296699581
0.05,25,rk4_oracle,10,0.0
0.05,25,rk4_oracle,50,0.0
0.05,25,rk4_oracle,100,0.0
0.05,25,rk4_oracle,200,0.0
0.05,25,nominal_physics,10,66.15591152158783
0.05,25,nominal_physics,50,198.4159262097677
0.05,25,nominal_physics,100,227.98355358332017
0.05,25,nominal_physics,200,188.32902172765026
0.05,25,calibrated_physics,10,1.5285706922441022e-08
0.05,25,calibrated_physics,50,4.717336844350939e-05
0.05,25,calibrated_physics,100,0.0004883594351667853
0.05,25,calibrated_physics,200,0.0034892191714561704
0.05,26,rk4_oracle,10,0.0
0.05,26,rk4_oracle,50,0.0
0.05,26,rk4_oracle,100,0.0
0.05,26,rk4_oracle,200,0.0
0.05,26,nominal_physics,10,75.79763903124177
0.05,26,nominal_physics,50,228.62739135494488
0.05,26,nominal_physics,100,265.0073386177197
0.05,26,nominal_physics,200,223.5503215238599
0.05,26,calibrated_physics,10,1.513768665972748e-08
0.05,26,calibrated_physics,50,5.11306657813293e-05
0.05,26,calibrated_physics,100,0.0005354576564968738
0.05,26,calibrated_physics,200,0.003909731016563001
0.05,27,rk4_oracle,10,0.0
0.05,27,rk4_oracle,50,0.0
0.05,27,rk4_oracle,100,0.0
0.05,27,rk4_oracle,200,0.0
0.05,27,nominal_physics,10,72.19259665635929
0.05,27,nominal_physics,50,219.0713438278418
0.05,27,nominal_physics,100,256.31063218482586
0.05,27,nominal_physics,200,221.10540898383445
0.05,27,calibrated_physics,10,8.99348151506274e-09
0.05,27,calibrated_physics,50,3.368959545468897e-05
0.05,27,calibrated_physics,100,0.0003571177649632773
0.05,27,calibrated_physics,200,0.002668191247124696
0.05,28,rk4_oracle,10,0.0
0.05,28,rk4_oracle,50,0.0
0.05,28,rk4_oracle,100,0.0
0.05,28,rk4_oracle,200,0.0
0.05,28,nominal_physics,10,68.45960612936665
0.05,28,nominal_physics,50,206.50444745833715
0.05,28,nominal_physics,100,239.38315865649594
0.05,28,nominal_physics,200,201.9730364241493
0.05,28,calibrated_physics,10,1.2321947906457353e-08
0.05,28,calibrated_physics,50,4.165948359968752e-05
0.05,28,calibrated_physics,100,0.0004363196254075774
0.05,28,calibrated_physics,200,0.003186509604802268
0.05,29,rk4_oracle,10,0.0
0.05,29,rk4_oracle,50,0.0
0.05,29,rk4_oracle,100,0.0
0.05,29,rk4_oracle,200,0.0
0.05,29,nominal_physics,10,63.61375938202036
0.05,29,nominal_physics,50,190.79930876995638
0.05,29,nominal_physics,100,219.2443686318743
0.05,29,nominal_physics,200,181.12814927972846
0.05,29,calibrated_physics,10,1.4936063053028192e-08
0.05,29,calibrated_physics,50,4.613663037389415e-05
0.05,29,calibrated_physics,100,0.00047770599906016287
0.05,29,calibrated_physics,200,0.0034141688259126113
0.1,0,rk4_oracle,10,0.0
0.1,0,rk4_oracle,50,0.0
0.1,0,rk4_oracle,100,0.0
0.1,0,rk4_oracle,200,0.0
0.1,0,nominal_physics,10,66.89612308685139
0.1,0,nominal_physics,50,203.53703926630186
0.1,0,nominal_physics,100,239.1141413349826
0.1,0,nominal_physics,200,208.31227471074837
0.1,0,calibrated_physics,10,1.2938187410327373e-08
0.1,0,calibrated_physics,50,5.082128797084806e-05
0.1,0,calibrated_physics,100,0.0005415555941112871
0.1,0,calibrated_physics,200,0.00408682254126802
0.1,1,rk4_oracle,10,0.0
0.1,1,rk4_oracle,50,0.0
0.1,1,rk4_oracle,100,0.0
0.1,1,rk4_oracle,200,0.0
0.1,1,nominal_physics,10,78.82421813524275
0.1,1,nominal_physics,50,240.31099847467163
0.1,1,nominal_physics,100,283.1925422123325
0.1,1,nominal_physics,200,248.54387447009424
0.1,1,calibrated_physics,10,1.6997546481434256e-08
0.1,1,calibrated_physics,50,6.940655413245622e-05
0.1,1,calibrated_physics,100,0.0007426682500977222
0.1,1,calibrated_physics,200,0.005648823106866985
0.1,2,rk4_oracle,10,0.0
0.1,2,rk4_oracle,50,0.0
0.1,2,rk4_oracle,100,0.0
0.1,2,rk4_oracle,200,0.0
0.1,2,nominal_physics,10,69.3952142613179
0.1,2,nominal_physics,50,208.69548781542477
0.1,2,nominal_physics,100,240.7992736120575
0.1,2,nominal_physics,200,200.9197753806809
0.1,2,calibrated_physics,10,3.064053544221679e-08
0.1,2,calibrated_physics,50,9.857720124273328e-05
0.1,2,calibrated_physics,100,0.0010260634886094522
0.1,2,calibrated_physics,200,0.00740637430692459
0.1,3,rk4_oracle,10,0.0
0.1,3,rk4_oracle,50,0.0
0.1,3,rk4_oracle,100,0.0
0.1,3,rk4_oracle,200,0.0
0.1,3,nominal_physics,10,72.34566859733928
0.1,3,nominal_physics,50,221.42721425456415
0.1,3,nominal_physics,100,262.52893452234025
0.1,3,nominal_physics,200,233.77987760753393
0.1,3,calibrated_physics,10,1.1204463135072729e-08
0.1,3,calibrated_physics,50,4.9503209766044165e-05
0.1,3,calibrated_physics,100,0.0005339498788998753
0.1,3,calibrated_physics,200,0.004123662466440692
0.1,4,rk4_oracle,10,0.0
0.1,4,rk4_oracle,50,0.0
0.1,4,rk4_oracle,100,0.0
0.1,4,rk4_oracle,200,0.0
0.1,4,nominal_physics,10,67.31420450825993
0.1,4,nominal_physics,50,204.1445781570855
0.1,4,nominal_physics,100,238.6238219708927
0.1,4,nominal_physics,200,205.3872385894665
0.1,4,calibrated_physics,10,1.783075731509598e-08
0.1,4,calibrated_physics,50,6.606155534427671e-05
0.1,4,calibrated_physics,100,0.0006994156249220396
0.1,4,calibrated_physics,200,0.00521364109064848
0.1,5,rk4_oracle,10,0.0
0.1,5,rk4_oracle,50,0.0
0.1,5,rk4_oracle,100,0.0
0.1,5,rk4_oracle,200,0.0
0.1,5,nominal_physics,10,66.6948614987071
0.1,5,nominal_physics,50,204.34973480175296
0.1,5,nominal_physics,100,242.68137750663317
0.1,5,nominal_physics,200,216.95677706844924
0.1,5,calibrated_physics,10,9.163898084807443e-09
0.1,5,calibrated_physics,50,4.142271541240916e-05
0.1,5,calibrated_physics,100,0.0004477859941971474
0.1,5,calibrated_physics,200,0.00347292282106082
0.1,6,rk4_oracle,10,0.0
0.1,6,rk4_oracle,50,0.0
0.1,6,rk4_oracle,100,0.0
0.1,6,rk4_oracle,200,0.0
0.1,6,nominal_physics,10,71.91129848669328
0.1,6,nominal_physics,50,215.69236520019768
0.1,6,nominal_physics,100,247.8613181694125
0.1,6,nominal_physics,200,204.8041129795092
0.1,6,calibrated_physics,10,3.806417225860059e-08
0.1,6,calibrated_physics,50,0.00011751410869464962
0.1,6,calibrated_physics,100,0.001216669526968417
0.1,6,calibrated_physics,200,0.008694460810630744
0.1,7,rk4_oracle,10,0.0
0.1,7,rk4_oracle,50,0.0
0.1,7,rk4_oracle,100,0.0
0.1,7,rk4_oracle,200,0.0
0.1,7,nominal_physics,10,76.25416372687926
0.1,7,nominal_physics,50,231.39947489186656
0.1,7,nominal_physics,100,270.73990878870853
0.1,7,nominal_physics,200,233.56267082056408
0.1,7,calibrated_physics,10,2.212641447840724e-08
0.1,7,calibrated_physics,50,8.288762438724007e-05
0.1,7,calibrated_physics,100,0.0008786492272747637
0.1,7,calibrated_physics,200,0.00656516674280283
0.1,8,rk4_oracle,10,0.0
0.1,8,rk4_oracle,50,0.0
0.1,8,rk4_oracle,100,0.0
0.1,8,rk4_oracle,200,0.0
0.1,8,nominal_physics,10,76.60068598984202
0.1,8,nominal_physics,50,233.04993243680207
0.1,8,nominal_physics,100,273.75968190188115
0.1,8,nominal_physics,200,238.43817872570747
0.1,8,calibrated_physics,10,1.7503282379038865e-08
0.1,8,calibrated_physics,50,6.868059682574312e-05
0.1,8,calibrated_physics,100,0.0007317954960512907
0.1,8,calibrated_physics,200,0.005521465187143804
0.1,9,rk4_oracle,10,0.0
0.1,9,rk4_oracle,50,0.0
0.1,9,rk4_oracle,100,0.0
0.1,9,rk4_oracle,200,0.0
0.1,9,nominal_physics,10,74.4794232090635
0.1,9,nominal_physics,50,226.4788477764144
0.1,9,nominal_physics,100,265.8257592572822
0.1,9,nominal_physics,200,231.07181545289998
0.1,9,calibrated_physics,10,1.901838686535484e-08
0.1,9,calibrated_physics,50,7.400073911867366e-05
0.1,9,calibrated_physics,100,0.000787739951306321
0.1,9,calibrated_physics,200,0.005932957245704529
0.1,10,rk4_oracle,10,0.0
0.1,10,rk4_oracle,50,0.0
0.1,10,rk4_oracle,100,0.0
0.1,10,rk4_oracle,200,0.0
0.1,10,nominal_physics,10,73.29739463713918
0.1,10,nominal_physics,50,222.23474023103162
0.1,10,nominal_physics,100,259.67044729014503
0.1,10,nominal_physics,200,223.30170683860885
0.1,10,calibrated_physics,10,2.0820323243242456e-08
0.1,10,calibrated_physics,50,7.678407320099723e-05
0.1,10,calibrated_physics,100,0.0008124971443521645
0.1,10,calibrated_physics,200,0.006050355449019662
0.1,11,rk4_oracle,10,0.0
0.1,11,rk4_oracle,50,0.0
0.1,11,rk4_oracle,100,0.0
0.1,11,rk4_oracle,200,0.0
0.1,11,nominal_physics,10,77.86752872143268
0.1,11,nominal_physics,50,236.40817027303805
0.1,11,nominal_physics,100,276.80238216810204
0.1,11,nominal_physics,200,239.20202719115665
0.1,11,calibrated_physics,10,2.477349880791735e-08
0.1,11,calibrated_physics,50,9.369209413989665e-05
0.1,11,calibrated_physics,100,0.0009942462917820194
0.1,11,calibrated_physics,200,0.007444034352147355
