variant,mean_rmse_rad_s,std_rmse_rad_s,n_seeds
context_probe,26.41766103108724,1.36717792148717,3
predicted_latent_probe,30.867014567057293,1.560577656082843,3
action_conditioned_latent_probe,30.313910802205402,1.7551736135232885,3
direct_endpoint_probe,26.41766103108724,1.36717792148717,3
physics_residual_probe,1.6089623938464408,0.5646846245888792,3
physics_residual_mlp,0.4527188893742646,0.009355718423550388,3
nominal_analytical,0.46068791936863057,0.0,1
true_parameter_oracle,3.271597884907033e-05,0.0,1
